"ResponseId","spsrq_matrix_1","spsrq_matrix_2","spsrq_matrix_3","spsrq_matrix_4","spsrq_matrix_5","spsrq_matrix_6","spsrq_matrix_7","spsrq_matrix_8","spsrq_matrix_9","spsrq_matrix_10","spsrq_matrix_11","spsrq_matrix_12","spsrq_matrix_13","spsrq_matrix_14","spsrq_matrix_15","spsrq_matrix_16","spsrq_matrix_17","spsrq_matrix_18","spsrq_matrix_19","spsrq_matrix_20","spsrq_sr","spsrq_sp"
"R_3ASdQREkJCScnFU",2,3,3,3,4,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,26,28
"R_3ssZNEMQJjTRgrv",1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,3,3,3,42,38
"R_1CI5WjcD32clL84",4,4,4,5,5,4,5,5,4,4,3,4,5,5,4,3,4,3,5,5,42,43
"R_7N8sYhBOoS80djp",1,2,4,3,3,4,2,2,2,2,2,4,2,3,3,2,3,3,2,2,27,24
"R_70eQ3TMoJEkaFpw",3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,2,3,3,2,3,27,30
"R_1R7tP2droQgUfmO",4,1,5,3,4,1,5,1,5,4,4,1,3,3,3,2,4,2,4,2,20,41
"R_6V2YSWkZewg4Mbr",4,1,1,2,5,1,3,3,4,2,5,1,4,1,1,1,4,4,4,2,18,35
"R_3KjX0VUXmGoF42r",3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,39,35
"R_6CVBhsrOfyzPwP8",4,1,2,3,5,2,4,2,4,4,5,4,2,3,2,2,2,2,4,2,25,34
"R_7HGkxVvQiH22rAZ",3,2,2,4,4,3,5,4,2,5,5,5,4,5,3,2,1,2,3,2,34,32
"R_5QuOL3HQafCkeba",4,2,3,2,4,4,3,3,4,3,4,3,2,3,3,2,4,4,3,2,28,34
"R_1RwxoXtULUMrphD",4,1,4,2,5,1,4,3,5,3,4,3,3,2,2,1,3,2,3,3,21,37
"R_6YVUnYdOJJIImnE",3,2,2,3,4,2,4,1,3,2,4,4,2,2,1,1,2,4,4,1,22,29
"R_1njHekJDMtWTrP3",5,1,5,4,3,4,5,2,5,5,5,4,4,5,5,2,3,5,4,2,34,44
"R_5gj9wbDcXgY6vUy",4,2,3,4,4,3,4,3,4,4,4,4,2,4,2,1,4,2,4,1,28,35
"R_65YeVxqNrqJAdSa",1,2,5,2,3,3,5,2,5,2,3,4,1,5,2,2,4,5,2,2,29,31
"R_70f3kJjYxEPcEfj",1,4,1,3,2,4,1,3,4,4,2,5,3,4,1,1,1,3,1,1,32,17
"R_6oI4XXTv6BYJ68W",4,3,3,5,5,3,4,3,5,5,4,4,4,2,4,2,1,4,5,4,35,39
"R_6MnFF7Nk4n9fxor",5,1,2,5,3,4,4,5,5,5,5,4,5,2,5,2,5,5,5,2,35,44
"R_5zIpozcCK0Em7Pj",4,3,3,4,3,2,3,3,4,3,3,3,3,3,4,3,3,3,4,3,30,34
"R_72JGymiY2HhXLge",2,1,2,3,2,2,2,1,2,4,2,3,1,1,1,2,1,3,2,1,21,17
"R_5LveHzx1fgprU5K",3,2,2,3,2,3,3,3,2,3,2,4,3,3,3,2,2,1,2,2,26,24
"R_7vNtg3jwCYkxeFP",5,2,5,2,4,1,4,2,2,3,4,2,4,2,1,1,2,3,4,3,21,35
"R_54ICgWblx5Ukwyt",3,4,2,3,3,3,2,2,3,4,3,4,3,4,2,4,2,3,2,4,35,25
"R_3OqJNGKsvNTZs9Y",4,3,4,4,2,4,4,4,4,3,4,2,3,3,4,2,3,4,4,3,32,36
"R_7ez7MriTXjejJC2",1,3,3,1,3,2,3,1,1,2,3,2,3,3,3,1,4,2,1,4,21,25
"R_12X5wmxWTc8qh3Z",4,3,4,3,2,4,3,4,3,3,2,3,4,4,3,2,3,3,4,3,32,32
"R_58I4Q6hfuzXQFOx",4,4,4,4,3,4,2,3,4,5,5,3,4,5,3,3,5,5,2,2,38,36
"R_1yrHLXxiXfBpYWJ",2,4,3,1,4,5,2,2,5,4,2,3,2,2,2,2,2,4,2,2,29,26
"R_7OPVx66hHwwPYOs",3,1,4,4,3,4,4,4,4,5,5,4,3,4,4,2,2,5,5,4,37,37
"R_7XiCVkmVutzQs1O",1,4,3,5,4,5,5,5,2,3,4,4,3,4,4,5,3,3,5,5,43,34
"R_7prIEyfgxpjQhvr",4,3,3,5,3,4,5,5,4,5,5,5,2,4,5,5,4,5,4,3,44,39
"R_10wUwpQmoXdvyO7",5,1,4,1,1,1,4,1,5,4,4,3,1,4,4,1,4,3,4,2,21,36
"R_6rkXrCLgJVt3dDj",5,5,4,3,4,3,4,4,5,4,3,4,4,3,4,5,4,3,4,5,39,41
"R_3BA91EDJt5yeJqO",2,3,2,2,4,1,2,1,3,1,2,2,2,1,1,2,1,1,2,3,17,21
"R_37HTjiEy7eyRlhw",4,1,4,3,4,1,2,1,3,4,4,1,2,4,3,1,2,1,2,4,21,30
"R_1FLkMO3vfrw1uMy",3,2,1,3,3,1,1,2,4,4,3,2,2,3,1,1,2,1,1,1,20,21
"R_5C8ynOQuZHN74qM",5,5,5,3,4,5,5,5,4,4,3,5,3,5,5,5,4,5,4,5,47,42
"R_1IwmMjhBLuoyiCB",5,1,5,1,5,1,5,1,5,3,5,1,5,1,4,1,5,5,5,1,16,49
"R_3eRg4N5LM6CcG2m",4,1,3,1,3,1,4,1,5,1,3,1,4,1,3,1,3,1,3,1,10,35
"R_3A0fWLi30ZPDSVj",4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,3,36,38
"R_7oQPi2nKfOL50KB",1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,4,1,12,15
"R_1jiCSCifVR3LAdW",1,1,1,3,2,4,4,4,4,5,5,3,4,5,4,2,4,3,3,1,31,32
"R_5FJlyc0MyLnL958",4,1,4,3,5,2,3,3,5,3,4,2,4,3,5,2,4,2,4,4,25,42
"R_7aIYFnFjpt0UAvv",4,2,2,4,4,4,4,4,2,4,4,4,2,2,2,2,4,4,2,2,32,30
"R_5h0gUw9g6wRMdEg",3,3,3,3,3,3,3,3,4,3,4,3,4,2,1,2,1,3,4,3,28,30
"R_6pBg2X782vUmMdX",1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,5,1,1,2,1,18,19
"R_3gtgjYgYKrJi389",4,3,2,3,2,4,3,1,3,2,3,4,2,4,3,4,3,4,3,4,33,28
"R_1n8GzjSOT8GaTQd",5,4,5,5,4,5,4,5,4,5,4,5,4,5,5,4,3,5,5,4,47,43
"R_1OHG95IozQ4AcJr",4,3,4,3,4,3,4,3,4,3,4,4,4,3,3,3,4,3,3,3,31,38
"R_7usJiKjcEwzZD7h",3,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,27,31
"R_3KljfxutjygJ3AR",4,2,2,4,5,2,4,3,5,2,4,2,3,4,2,2,4,3,3,2,26,36
"R_1pHdMVd3hcQrGy5",2,3,2,3,2,4,2,2,3,4,3,2,2,3,2,2,4,3,4,2,28,26
"R_7QtEnEFa3wAx3zj",4,1,2,2,2,1,2,1,4,2,2,1,4,1,2,1,2,1,2,1,12,26
"R_6DHqxnMKvrVBXwt",1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,14
"R_5ePuhcORGYi2UIb",3,1,4,1,4,1,2,3,2,3,4,2,3,2,3,2,4,2,4,2,19,33
"R_59aWMbuIYpL4Fe0",3,2,4,3,3,1,3,2,3,3,3,1,2,1,2,1,3,3,2,2,19,28
"R_1rxI0dJppoKlOQV",1,1,2,1,3,3,1,2,1,3,1,1,1,3,1,1,1,1,1,3,19,13
"R_1wzYgUpy8FENH76",5,3,2,4,1,4,1,1,3,4,1,2,1,3,1,3,1,2,1,2,28,17
"R_6Sg0CtULnaAoFH3",5,2,2,3,3,1,2,1,5,4,4,3,4,4,4,3,2,5,5,1,27,36
"R_3TIykVe1REHdYQ1",2,3,1,3,2,3,3,2,3,2,2,3,3,2,2,1,2,2,1,2,23,21
"R_7sMwTP3HEqmcbFT",5,4,4,4,2,1,4,1,5,4,4,1,2,4,4,1,4,4,4,1,25,38
"R_5PZqLMxUWGMxcIY",3,2,1,1,1,1,2,2,4,3,3,3,2,1,1,3,1,1,1,3,20,19
"R_5Rr4JPCkcwI0r8n",4,3,5,5,5,1,4,1,5,3,4,5,2,1,3,2,3,1,2,2,24,37
"R_7MlzTKkdXR9Aklr",5,4,1,4,1,4,1,4,1,4,5,4,4,4,4,5,4,4,4,4,41,30
"R_6cUpbnrwRnxakjh",3,2,3,4,2,3,4,2,3,3,2,3,2,3,2,3,2,2,3,4,29,26
"R_7YM6Rf2fdp8KueI",1,3,2,2,4,4,2,2,2,3,2,3,2,2,2,3,2,3,2,2,27,21
"R_5eL8vtV1yB7vh1T",4,1,3,2,1,1,3,2,2,3,4,2,3,1,1,1,4,3,4,2,18,29
"R_5rjShz1zc8hZVYE",5,4,4,3,3,4,3,4,3,4,4,5,4,4,3,4,4,4,5,4,40,38
"R_1OkCwKXdfwK5aqB",3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,33,30
"R_7mDwOBw7s0qaQtq",3,3,2,4,2,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,37,33
"R_6dcNHppBA1Mp9Fe",3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,31,30
"R_3wKU79SyjdyBMnk",1,2,1,1,1,1,1,2,2,3,2,4,2,4,2,5,2,3,2,4,29,16
"R_3qjIhgK5y3nUjpC",4,1,2,4,1,1,2,1,2,3,2,3,2,2,2,2,2,3,2,2,22,21
"R_5MbZihlyeCN4Qh1",3,3,3,3,3,3,2,2,2,4,3,3,1,2,4,1,2,4,2,3,28,25
"R_1qCWv1qlEmbuDLo",4,2,4,2,4,1,3,2,4,4,5,5,4,4,3,3,4,4,4,4,31,39
"R_10UxMDsMVIhnoh9",1,3,4,4,3,3,3,1,1,4,1,3,1,1,1,1,1,3,1,3,26,17
"R_6JiaiHsBq0h426B",5,4,4,5,5,5,5,4,4,4,3,5,5,5,4,3,4,4,3,5,44,42
"R_6CmetbM7zLZMhQa",2,2,2,4,4,1,2,2,3,2,4,2,2,3,2,2,2,2,2,3,23,25
"R_3ob7v6i1y9xUXQB",4,1,2,2,3,1,2,1,4,3,4,1,2,2,4,1,1,2,3,2,16,29
"R_3wjg1sZe0EkZHul",1,3,2,3,1,2,1,1,2,3,1,3,3,1,1,3,3,1,3,1,21,18
"R_3dKEPjLL1Nq6CrH",1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,2,1,3,1,1,16,12
"R_18sf7b999Pv0w7f",3,1,3,5,1,5,5,3,4,2,5,4,1,2,1,1,1,5,3,4,32,27
"R_1YaLMRsxkrfQT9n",4,1,1,3,3,2,3,2,4,3,3,3,2,2,3,3,3,2,3,2,23,29
"R_5aFwsuByz1zLHFV",1,1,1,4,3,1,1,3,1,3,1,4,1,1,1,1,1,1,1,1,20,12
"R_7DO9gDBqtctC2Cb",2,1,2,1,4,4,4,2,1,4,4,4,2,2,2,2,4,1,4,1,22,29
"R_114g6pjuBx5AvQq",1,1,2,1,5,1,4,3,4,2,2,2,3,3,3,2,2,1,5,2,18,31
"R_7CNj430G9Gf6zkM",4,5,4,4,5,4,4,3,3,4,3,4,4,4,5,5,4,4,4,3,40,40
"R_3mUl4hnWkQsOtFp",1,4,4,4,1,4,1,1,2,3,3,5,2,3,2,4,2,4,2,2,34,20
"R_3GIAMSJFo6rQT77",1,1,1,4,3,1,1,1,1,1,1,4,1,1,1,3,1,1,3,1,18,14
"R_7He94ppuZrxRUXv",3,1,3,1,4,3,3,3,4,2,4,5,4,3,2,3,2,3,3,2,26,32
"R_58aQ9Lqu9T1jSbT",4,3,3,2,1,1,3,1,1,4,1,4,2,4,4,4,2,3,1,1,27,22
"R_3CDuwlSLevvpvPd",5,1,3,4,5,5,4,5,4,4,5,3,4,3,1,1,1,1,3,3,30,35
"R_10SgocvjcYGUOop",4,2,3,2,4,2,3,2,4,4,3,3,2,3,2,4,3,2,4,2,26,32
"R_5LgUimIlyauBn44",4,2,3,4,4,2,4,3,4,4,2,3,2,3,3,2,3,3,2,3,29,31
"R_7n1rRn9eyOS2Apu",2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,20,19
"R_7yoeMH4cTH4yK9r",3,3,2,1,3,2,4,1,5,2,4,1,5,2,1,1,3,2,2,4,19,32
"R_7zDtMIE46cG6gN3",4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,20,40
"R_5R1HoLDPMo5Qjq8",1,1,1,1,4,1,1,1,1,4,2,3,2,1,3,2,2,3,2,1,18,19
"R_1PHMnWDyU33tkcA",3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,4,2,2,24,21
"R_7i5kRVat6jVWK6Q",5,3,4,4,4,4,4,4,3,3,4,5,4,5,5,4,2,3,2,2,37,37
"R_1Mm4TUF8lN3RH4h",2,3,4,4,4,3,4,4,5,4,5,5,4,4,4,4,4,4,5,4,39,41
"R_7lcb8GLvIYqVLE0",4,1,1,1,1,1,5,1,5,5,1,1,5,1,5,2,1,2,2,1,16,30
"R_6t9W9dvlvurObRd",5,1,5,4,5,1,5,3,5,3,5,3,5,3,5,1,4,1,5,1,21,49
"R_7F4Kd95yZmIuur2",2,3,2,4,3,2,1,2,4,2,2,3,2,2,1,4,1,4,2,2,28,20
"R_7PBbR4M62NpzphA",4,2,4,3,4,3,4,2,4,4,5,2,5,4,5,3,3,3,4,2,28,42
"R_5PDwTdxYhCMiqKl",3,3,2,2,4,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,23,25
"R_5TKRnfxPPN6kAyR",4,2,3,4,3,1,3,2,2,2,4,3,2,2,2,1,2,2,3,1,20,28
"R_7jW0xD08RZNhLMd",4,1,3,3,4,2,5,2,3,2,3,4,2,4,5,3,3,4,4,5,30,36
"R_5f3Ove9840ufj43",3,4,4,3,5,3,2,1,2,4,2,5,3,4,2,4,3,2,2,4,34,28
"R_1Yycgl6YkfeDV5f",3,3,4,3,1,4,3,3,3,4,3,2,4,4,4,3,4,3,3,4,33,32
"R_1w0LAI68jz3tHhs",5,4,3,2,4,4,4,3,2,5,4,5,4,4,4,3,2,5,4,4,39,36
"R_7HjeA5NVqNHEn4b",4,3,1,2,4,5,5,3,3,5,5,5,4,5,3,4,5,5,5,5,42,39
"R_1JdYMIXBbFnRhMK",3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,31,30
"R_17TE3uIaNjj5GAS",4,1,4,4,5,1,4,1,5,3,4,4,3,3,3,4,2,3,4,1,25,38
"R_6Y4aGORvjvLXwT2",4,2,2,4,4,1,3,1,4,3,5,3,3,2,4,2,2,4,4,3,25,35
"R_1g0x63j7ZqA3O2L",2,2,2,2,2,3,4,3,4,4,5,4,4,4,4,5,4,5,4,4,36,35
"R_8tPLj3W5d5J65bj",4,2,3,4,4,2,3,3,4,4,5,5,4,4,4,4,4,4,4,4,36,39
"R_6fvkdtpITkdmssM",4,5,3,5,1,5,1,1,2,4,5,5,1,3,2,5,1,5,1,1,39,21
"R_1nblzQ53UCyyChb",2,5,2,4,4,4,2,3,3,4,4,5,2,4,2,4,2,5,1,4,42,24
"R_5pSBX41VIENVGlb",3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,30,32
"R_3FHZz1SlTev7QDn",4,3,3,2,1,3,3,2,3,4,3,3,2,3,2,4,3,4,3,3,31,27
"R_7PUHaeEXlSIozB4",2,3,2,4,1,5,2,3,2,5,3,5,2,5,2,4,3,5,1,2,41,20
"R_1OrmfvViIIXPDdr",4,1,4,3,4,1,4,2,2,4,4,5,3,4,3,4,4,4,5,2,30,37
"R_5WJzyXm1bPb1Mqr",1,3,1,1,1,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,36,26
"R_1mL80iqJBhDtnVr",1,3,2,4,5,5,2,2,1,2,2,5,1,2,2,4,2,5,2,1,33,20
"R_1VcbQ3znfpYryoN",4,3,2,5,1,3,2,4,3,1,3,2,4,3,4,1,4,2,5,3,27,32
"R_73BSGFP020mNMRZ",4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,5,4,4,4,41,44
"R_7znMte9Fn0Kw6yq",2,4,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,5,45,42
"R_5c6nqaZjkF2vfuj",4,2,3,3,2,2,3,3,5,2,4,2,3,2,3,2,1,2,3,4,24,31
"R_74HSw0iTvD62TuS",2,4,2,3,1,5,1,4,4,2,3,4,1,2,4,5,2,5,3,4,38,23
"R_3H0oNQ7oDr9XRRH",4,4,4,3,4,4,5,4,4,3,4,4,4,5,5,4,4,4,3,4,39,41
"R_6102HTDOsz0J6SJ",3,1,3,1,5,3,2,4,5,5,2,1,3,3,2,5,1,5,4,2,30,30
"R_5vcqYL0BizsO7Qd",2,1,1,5,3,5,3,5,5,5,5,4,1,5,3,5,5,5,5,5,45,33
"R_7dogZ0Oz7azj1Xw",1,1,3,3,2,5,1,1,3,5,2,4,3,4,4,4,4,3,3,1,31,26
"R_3f2DHwfgRS0sAJG",5,2,1,1,4,1,4,1,4,5,5,5,3,5,5,5,4,5,5,3,33,40
"R_71TYMAVazqHNOcV",3,3,3,3,4,2,4,3,4,2,5,4,3,2,4,5,4,4,4,2,30,38
"R_5EHpaPbouwc4Aui",4,2,1,4,4,4,2,3,4,3,4,4,3,2,4,3,4,2,4,2,29,34
"R_169hOny4gr1kra1",3,4,4,4,1,1,1,1,1,4,1,3,1,1,1,4,1,3,1,1,26,15
"R_7DBxEAwbQm3IGaZ",1,3,3,3,3,3,3,2,3,3,3,4,2,2,3,3,2,4,2,3,30,25
"R_72VqWQ64cS9s1eS",2,1,2,4,4,1,3,1,3,3,1,2,1,2,3,2,2,1,3,1,18,24
"R_5qKBbFgLjUv6MvY",3,3,3,3,2,3,4,5,5,3,3,3,5,3,4,3,3,3,3,3,32,35
"R_7S8Yw1ljOZQdAUV",2,2,2,3,2,2,3,3,2,3,2,2,2,3,2,2,2,2,2,3,25,21
"R_1ygyr8RAzKWxizU",5,2,3,4,4,1,4,2,5,3,5,4,5,2,5,4,5,4,4,2,28,45
"R_1zx0Ht0LHoseGoD",1,4,1,4,2,4,2,3,3,5,2,3,1,4,1,3,1,3,1,1,34,15
"R_1EWOAaGRUzstYXe",1,4,1,4,2,5,4,4,5,4,5,5,5,4,4,2,2,5,1,4,41,30
"R_3aCtBWhSdvXdKIv",3,1,2,1,4,1,2,1,1,3,2,1,1,1,1,1,1,2,2,2,14,19
"R_7qaqCc0Dq7AD704",2,3,2,3,3,4,3,3,3,3,3,4,3,4,3,3,2,3,3,3,33,27
"R_5zJj0DBWnq8VaiF",4,1,4,1,4,1,3,1,4,3,2,1,3,1,1,1,3,1,4,1,12,32
"R_7KBKtmqWpZeeFIC",4,2,4,2,2,3,3,3,2,4,2,2,2,3,3,4,2,2,2,2,27,26
"R_7sd776tgHyHsY4x",4,1,1,2,1,1,4,1,5,5,3,1,1,4,5,1,2,1,5,5,22,31
"R_7jd2sk5m4kwCFkh",4,5,5,5,2,4,4,5,5,5,4,5,2,5,4,5,5,5,4,4,48,39
"R_1uw8Em9r995XY3H",4,1,4,4,5,1,4,1,5,2,5,1,4,2,4,1,4,2,4,1,16,43
"R_6PdMi1TwYvawJlW",2,2,2,1,4,2,2,2,2,4,2,4,2,5,2,4,2,4,2,2,30,22
"R_7h6E7YF3YFBnKpD",5,4,4,4,4,4,4,4,4,5,4,5,5,5,4,5,4,4,4,4,44,42
"R_7qHB1hl0ryivssd",4,5,4,5,4,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,45,44
"R_16aV2o4LR1hMeDb",1,2,3,3,3,4,4,3,4,4,3,4,4,3,3,2,5,4,1,3,32,31
"R_67PcRAXtMP0JUaQ",1,2,3,4,5,4,2,3,4,5,4,3,2,2,2,4,2,2,2,3,32,27
"R_3gCQAlE9kRFCBjz",2,1,3,4,3,2,3,4,3,4,4,4,3,3,3,4,3,3,2,2,31,29
"R_6qwfdFvKxe98zeJ",4,4,2,5,5,4,4,2,4,3,4,3,4,5,5,2,3,2,1,2,32,36
"R_70uDhyahvtsqduM",2,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,2,2,3,25,25
"R_7K2UaEf13kPFlf5",4,2,4,4,4,2,4,2,5,3,5,3,5,2,4,2,4,3,5,2,25,44
"R_1m2a7udOCDun13J",1,2,1,4,2,4,1,3,4,5,2,5,1,5,1,3,1,4,1,5,40,15
"R_15F4qBHBI8cfkAB",3,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,48,45
"R_5qgj4blxxqm1H3i",2,1,1,3,1,1,1,1,4,2,1,5,1,5,1,5,1,3,2,2,28,15
"R_3dHciQA5t6DOvw3",2,5,4,4,5,4,4,5,3,4,4,5,4,3,4,5,4,3,5,4,42,39
"R_3dMlw1oFPhqtbXI",4,1,3,3,5,1,5,2,4,4,5,3,4,3,5,4,5,5,5,3,29,45
"R_3LbDPvF5pZ04z9T",3,1,1,1,5,1,3,1,4,3,4,2,5,1,1,2,1,3,5,1,16,32
"R_38NVKpny3dgtqyC",4,1,4,2,2,1,2,1,4,2,4,1,2,2,2,1,1,1,2,1,13,27
"R_5EiKfJljrEZ15zh",2,2,2,4,1,1,1,1,3,2,1,4,2,2,1,3,2,1,3,1,21,18
"R_7alPva89UP0o5eG",2,3,3,3,3,3,3,2,3,3,3,3,4,3,2,2,3,4,4,4,30,30
"R_1Pd4ZMroipqVHCj",4,1,4,3,5,2,3,2,3,3,3,2,3,3,4,2,3,2,3,2,22,35
"R_3HRRLg2KU5uPl6x",4,2,3,4,4,3,2,3,3,3,4,4,3,1,1,2,3,2,4,3,27,31
"R_5JgfZUL3aaCOYpO",3,1,4,4,4,2,5,1,4,4,4,4,4,4,3,4,4,3,4,2,29,39
"R_6dGknuFTemF90Vf",1,1,1,1,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,13,15
"R_6finOPOpHNPbG1j",4,1,3,2,3,1,4,2,3,3,3,3,4,2,3,1,2,2,3,1,18,32
"R_1EAsCCQKlzUirN1",3,1,1,1,3,1,3,1,4,3,2,2,2,2,1,2,2,2,2,2,17,23
"R_6zTpgls81lmbP0t",1,2,5,5,4,5,3,2,4,2,4,5,3,4,3,2,4,3,4,3,33,35
"R_11tlkNzOkYrwCUS",1,3,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,3,1,12,19
"R_6dFXBS5Si207siG",3,1,3,2,1,3,3,3,3,2,3,3,3,3,3,3,3,2,2,4,26,27
"R_6F06Glbz5OzTcL7",5,4,4,4,5,4,4,3,5,5,4,5,5,4,2,5,3,3,4,4,41,41
"R_7IrPij1BKJtdzbR",2,1,1,3,1,4,2,1,4,4,2,4,1,2,1,2,3,2,1,2,25,18
"R_72Siro7VW7tRzkZ",4,3,2,3,2,3,3,2,4,3,3,2,2,3,3,2,3,3,3,2,26,29
"R_1yX02JbLMN46ckp",4,3,3,3,3,3,2,4,3,4,4,4,2,3,2,3,3,4,4,3,34,30
"R_5zaS6WQFyO5qPmN",3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,24,26
"R_6ldSvtUjE6pIjKN",3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,30,32
"R_7rOG1T8grQYPs8h",3,4,3,1,1,3,2,4,3,2,4,2,4,4,2,1,4,4,3,2,27,29
"R_1AQLRnuKuEWNIkI",4,2,4,3,5,4,5,2,4,3,5,4,5,3,4,2,2,3,5,2,28,43
"R_1I6RIVENtMLqQUB",4,2,3,1,3,1,2,1,1,3,3,2,3,2,3,2,3,2,3,2,18,28
"R_3MXNNpQV2QTJ9Cy",2,1,2,4,4,1,2,1,3,2,2,3,2,2,1,1,2,3,2,1,19,22
"R_5PAwH071nrHgdJX",3,3,2,5,2,1,1,3,1,3,1,4,1,2,1,5,1,2,1,1,29,14
"R_1w4z1tu6mG3geuB",1,2,3,4,5,5,4,5,4,4,4,3,3,5,5,4,4,5,3,4,41,36
"R_5xzz9CXJ4AvzLcl",2,3,2,1,2,2,4,5,2,2,1,3,2,1,3,2,2,2,3,4,25,23
"R_6stlrHG7rffrDXP",2,2,4,5,5,2,1,2,5,2,5,5,1,1,2,2,1,4,2,5,30,28
"R_7iufYs99mW3yj5L",2,1,3,1,2,1,3,1,2,3,4,1,2,1,1,1,1,1,2,1,12,22
"R_5bWpWG1wlKatK7T",3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,29,28
"R_5lCJPrnlL8uEYfv",2,3,4,4,3,5,3,1,3,5,3,4,5,4,4,4,4,5,5,4,39,36
"R_6GhiklJsQhaWgnf",3,3,2,3,2,2,3,3,3,3,4,4,1,3,2,3,2,3,2,4,31,24
"R_3r0y6BLStOncJIB",1,1,3,1,2,1,4,2,1,2,2,3,3,1,1,4,4,2,2,2,19,23
"R_60GddwPLZm2WSpL",3,1,3,4,1,3,3,1,3,4,3,3,1,3,1,3,1,1,1,1,24,20
"R_60P7JYiwnN3GzGk",1,5,1,5,1,3,2,3,1,3,3,5,1,3,3,5,3,5,2,3,40,18
"R_6LopW5umgokWXAU",1,4,3,4,4,1,4,4,5,1,4,4,1,5,1,1,1,4,1,1,29,25
"R_1pF8QYJFGD4hoCB",4,1,1,1,5,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,11,19
"R_3CTlFsCWnVhuvNW",4,5,3,4,4,5,4,4,4,4,4,4,5,4,5,4,3,3,3,4,41,39
"R_5H208Tm2byZ91Wb",2,1,4,4,1,2,1,1,4,5,1,4,2,4,1,4,2,2,2,2,29,20
"R_1F37Kmyp23VsB59",5,1,5,2,5,1,3,3,5,3,5,1,5,1,5,1,4,1,4,1,15,46
"R_5Ibmzt5tVhFDd6o",2,4,1,2,2,4,2,1,2,1,4,4,5,3,2,4,1,4,4,5,32,25
"R_5tE0mtDRo0YJ5aV",5,4,5,3,2,5,3,3,4,5,5,5,4,5,4,5,5,4,3,3,42,40
"R_6jiVTlT1R6EqKVe",5,1,5,3,3,1,2,1,4,3,5,1,4,3,3,1,3,3,5,3,20,39
"R_1rIk7td49Pow0et",3,5,5,4,5,3,4,4,5,5,4,4,5,4,3,4,4,5,3,4,42,41
"R_2oEC4HxII5jKLLL",2,4,3,2,5,4,4,2,3,3,2,1,4,1,3,3,1,4,4,1,25,31
"R_5ylvzzWFHrbDGxN",2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,38,34
"R_1RxHm4OOuJlfpa9",5,1,3,2,4,2,3,1,5,3,5,1,3,2,5,1,4,4,2,1,18,39
"R_3McBmfq2KRDKQEC",4,1,4,2,2,3,2,2,2,3,1,2,1,1,2,1,1,3,1,1,19,20
"R_3ohy07eHUUeYKp2",3,3,1,3,2,2,1,1,1,5,1,4,1,3,1,1,1,3,1,1,26,13
"R_1qI5L2BLlPaAblK",2,2,2,3,4,3,1,3,3,1,3,2,4,5,4,2,1,1,3,3,25,27
"R_5PcoGWjFsRj1joE",4,2,2,4,2,2,2,2,4,2,4,4,2,3,2,2,2,2,2,2,25,26
"R_5WDB38s1vy5QYXV",1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,10,18
"R_5e4NnaSSq4hFvKT",1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,16,10
"R_7prJE4PhW8CpLxY",4,1,1,3,2,4,1,2,2,3,4,5,2,3,1,3,2,4,2,3,31,21
"R_11dqQxHnak3INK0",2,3,2,3,2,3,4,5,2,1,1,4,3,4,2,5,1,4,4,2,34,23
