"ResponseId","dospert_ethic","dospert_financial","dospert_hs","dospert_rec","dospert_inv","dospert_gam","dospert_soc"
"R_7rOG1T8grQYPs8h",18,14,15,21,6,8,21
"R_1AQLRnuKuEWNIkI",18,21,21,22,9,12,16
"R_1I6RIVENtMLqQUB",2,0,6,10,0,0,7
"R_3MXNNpQV2QTJ9Cy",6,3,6,9,3,0,15
"R_5PAwH071nrHgdJX",7,3,8,6,3,0,14
"R_1w4z1tu6mG3geuB",26,27,28,24,12,15,21
"R_5xzz9CXJ4AvzLcl",17,17,17,19,9,8,19
"R_6stlrHG7rffrDXP",6,3,14,15,3,0,13
"R_7iufYs99mW3yj5L",4,2,8,5,2,0,7
"R_5bWpWG1wlKatK7T",16,10,13,11,5,5,11
"R_5lCJPrnlL8uEYfv",24,27,24,28,13,14,22
"R_6GhiklJsQhaWgnf",11,7,11,16,6,1,13
"R_3r0y6BLStOncJIB",1,0,3,7,0,0,6
"R_60GddwPLZm2WSpL",12,4,4,8,4,0,12
"R_60P7JYiwnN3GzGk",2,4,4,2,4,0,3
"R_6LopW5umgokWXAU",7,0,6,3,0,0,15
"R_1pF8QYJFGD4hoCB",3,1,6,4,1,0,9
"R_3CTlFsCWnVhuvNW",16,17,18,16,6,11,21
"R_5H208Tm2byZ91Wb",10,5,6,7,5,0,11
"R_1F37Kmyp23VsB59",2,2,3,13,2,0,14
"R_5Ibmzt5tVhFDd6o",19,15,16,27,6,9,9
"R_5tE0mtDRo0YJ5aV",18,17,19,25,10,7,20
"R_6jiVTlT1R6EqKVe",6,9,9,9,4,5,14
"R_7oMd6imwlJFjCrL",17,15,19,15,9,6,15
"R_1rIk7td49Pow0et",18,22,21,22,10,12,25
"R_2oEC4HxII5jKLLL",16,12,9,18,9,3,16
"R_5ylvzzWFHrbDGxN",26,26,20,19,14,12,23
"R_1RxHm4OOuJlfpa9",11,4,6,2,4,0,12
"R_3McBmfq2KRDKQEC",4,2,7,12,2,0,13
"R_3ohy07eHUUeYKp2",9,14,16,13,7,7,14
"R_1qI5L2BLlPaAblK",18,23,17,20,10,13,20
"R_5PcoGWjFsRj1joE",7,3,8,1,3,0,15
"R_5WDB38s1vy5QYXV",2,1,3,3,1,0,1
"R_5e4NnaSSq4hFvKT",16,11,17,18,8,3,18
"R_7prJE4PhW8CpLxY",17,9,12,10,6,3,7
"R_11dqQxHnak3INK0",18,19,14,22,13,6,19
"R_1sayNeYv020u5P2",25,25,24,17,13,12,23
"R_1gqAMEtVincD3Mx",10,4,12,10,3,1,13
"R_7I75ACYSV00s1xA",20,13,16,18,7,6,14
"R_7fkm7IRFmJBvH8Z",12,15,11,13,8,7,13
"R_1gTpXjQHhju4ku4",13,10,17,17,5,5,20
"R_5DSfVLR66aTVyJX",19,18,15,14,10,8,15
"R_5Hq3m8mu135Eamq",8,8,18,14,3,5,10
"R_5igRmYVFik4Dfbz",5,8,11,12,5,3,12
"R_7kcQizqGgcWrDgJ",4,2,6,8,2,0,8
"R_1SigqWleAcLOX18",2,5,4,9,4,1,8
"R_1GuohUMMUEnFvRn",23,24,24,23,12,12,25
"R_1J6ANvk8Fq9aVe9",0,0,1,0,0,0,3
"R_53xVrBm2sxauD33",15,11,13,15,6,5,16
"R_56kHJEAy42p6fep",3,4,9,8,3,1,7
"R_13jeAW48Huud0cN",21,18,15,11,11,7,13
"R_3431dwm2WlFhKox",6,2,8,6,2,0,8
"R_5tllqoBWhJMjVLn",4,4,6,9,3,1,8
"R_7v3ctLFVjoKz0pK",9,1,8,12,1,0,12
"R_5RkoVc51g5LX74M",6,0,2,13,0,0,4
"R_1P0hCbjU556NeVt",27,30,22,28,14,16,26
"R_5kUFi3285msYNmp",10,3,7,11,3,0,10
"R_5Mt2Ssx1UR9Bu7v",15,10,13,17,5,5,16
"R_6Keox7S6SKhqp0J",2,4,11,11,4,0,9
"R_9qTXNQzcUzej4rJ",27,25,29,26,11,14,26
"R_7Do44e0FzIKW61m",16,16,16,14,8,8,14
"R_3pi2cf2s5Wk8Hbf",27,22,22,24,13,9,21
"R_5nUzOX9ZDKkR2kP",6,1,7,2,1,0,6
"R_61G9f4NTJ1OFOUp",14,3,9,13,3,0,15
"R_6OYI8Wx0Yh8Oy5x",1,2,4,6,2,0,4
"R_7lgJ0wSMeyqbLkM",7,3,5,0,3,0,11
"R_7maUNcUixGsUwVM",22,26,20,22,12,14,26
"R_5CIp3b0EeTBsPeB",14,18,18,15,11,7,17
"R_77HP1j2rwKQe7N7",3,2,5,3,2,0,6
"R_35sflNi1UfK3GgX",20,12,12,16,8,4,16
"R_5rHPimg2ELg0XUZ",13,9,11,13,8,1,11
"R_5l49BYgerK37t0B",17,17,16,16,6,11,15
"R_6VPwmew9n51jfhv",0,4,3,6,2,2,3
"R_6qfD38WBGs83PA1",24,16,16,21,9,7,21
"R_6sojCaqFbEVE0kF",6,8,9,5,4,4,15
"R_796XHMtpGldWMfD",19,18,15,18,12,6,19
"R_6gBkRCJzWl9nLyZ",14,7,9,6,4,3,20
"R_7CkUojfXdv83rVS",3,6,6,11,4,2,11
"R_6bUJOXQEMmerkGJ",24,16,20,26,6,10,21
"R_1MNjVMHuxVNF9vh",8,4,13,11,4,0,13
"R_3QWy7IDjLL7BsyZ",17,14,18,17,7,7,15
"R_6dzqZPZNGyFQSZ6",18,16,14,19,7,9,18
"R_1Ivoupgo6cPb4Vz",13,3,7,8,3,0,14
"R_5jNiaP9MZBLp8We",3,5,9,5,4,1,8
"R_65HCxOsrOiKfAHO",4,4,7,0,4,0,8
"R_1Pc8wxv0ZlELcsM",0,0,3,1,0,0,5
"R_3M0yEAfxtGvjxgg",13,15,17,13,7,8,9
"R_5ml43dIlAw8oIUL",0,0,0,3,0,0,5
"R_7HCDGhzCVyMcWRf",2,2,5,4,2,0,7
"R_74Jnn31p8bZJ0oV",18,17,15,11,9,8,16
"R_14cqqmC18GfGrlL",1,2,4,6,2,0,8
"R_75ucgeXStJa1V61",5,4,12,17,4,0,10
"R_7fpuylnspmTVhDZ",1,1,0,3,1,0,6
"R_7oHoBfFvzG02dPx",3,2,5,0,2,0,5
"R_3aLKr40ggIcY3Sh",1,0,3,0,0,0,5
"R_1GjIwQ4QXOAiYC9",14,4,12,11,3,1,12
"R_6afwr302sZ5FdwG",22,13,17,14,8,5,18
"R_3JRHjFHo4dug7vP",7,7,9,10,5,2,7
"R_17Ch8wcmALBzGsh",23,8,13,14,6,2,17
"R_5roJofK0pjcS6D4",3,2,4,6,2,0,7
"R_7uQFgrlb8gUiu4G",5,2,7,7,2,0,9
"R_1wGi9qq07Whb26k",4,2,4,8,2,0,7
"R_7TTrPo04jfcdqT8",10,9,12,11,5,4,7
"R_1ansoMEzya1SoHV",7,7,7,7,6,1,14
"R_3S93nGR1rveZsqE",16,10,11,13,7,3,13
"R_7CwGoJGPPGQCqYi",5,4,8,5,2,2,6
"R_3zqKeoTgNEjbqaT",4,4,9,11,2,2,10
"R_6YnfscV6JUhC2IO",12,11,10,18,7,4,12
"R_57SyBCB2WuXpQl3",5,5,4,4,2,3,3
"R_6fl1Cje1nzzEqTt",2,0,3,0,0,0,7
"R_1Z5B8gSr6ms3TIB",6,3,11,8,3,0,13
"R_1to7h2sr7mOYwdH",22,22,21,19,11,11,22
"R_3oJRpsDvPPeXwxH",21,17,20,28,11,6,18
"R_5DvTy7gRvsnJFlf",11,13,11,13,7,6,13
"R_6AGMvKD6asAi17f",5,3,10,2,3,0,8
"R_7rJ4KRWsQQehYLi",3,3,7,3,3,0,9
"R_5K3GpWFOAgsRDmY",10,7,7,7,4,3,5
"R_18IEZEGCBmQ2QGZ",22,15,13,18,7,8,20
"R_741SXbyfRKi7Gdz",15,20,15,16,12,8,14
"R_7jAa7muxvbj6VfH",6,6,8,5,6,0,14
"R_6QsetWuOWgO7sxQ",7,5,9,7,5,0,14
"R_7ZbXnsQUZeEczCN",2,1,0,0,1,0,5
"R_58JkO0vNl64sBQ5",14,8,10,15,4,4,16
"R_6fNxEPNSxfWVXCV",1,0,5,2,0,0,5
"R_7LFp9JfEfzRZN9T",13,13,14,17,8,5,14
"R_5imU0pR4LvN98ob",23,16,12,20,8,8,22
"R_5rdhhnq2msr4Z76",4,0,3,1,0,0,6
"R_7OVm8AfdCMyQ9MN",22,19,19,19,9,10,23
"R_5tEHudzMUduPpvp",23,22,23,21,10,12,22
"R_7VgR6sHl7EZK123",7,7,7,5,4,3,7
"R_7g11nzA2jjUGmbK",29,27,24,29,12,15,27
"R_3wbm19TpYalz4t3",14,15,13,14,7,8,13
"R_6I6Xnq6FynHSF3j",19,7,4,17,2,5,13
"R_7K0UXUthxYhSA0A",10,9,13,15,1,8,9
"R_3pzfaf2zS5IXoRN",25,25,24,28,12,13,27
"R_1KnyBcZsWHfSfNn",4,3,10,6,3,0,12
"R_7NTV4FIYDIiLroV",12,5,14,14,3,2,12
"R_35TRQRUFWQLKFOx",0,0,0,4,0,0,8
"R_5pPh0hxn4w8gztS",17,18,18,20,10,8,18
"R_5rYrCxZ79sliXyb",9,5,8,2,3,2,12
"R_3P0LE32B3q7IXZe",7,3,8,2,3,0,11
"R_5qP9pcvJiErJg66",8,2,6,7,2,0,8
"R_1my0gusJNwVN47S",10,5,11,13,2,3,7
"R_3WUzt3NkpV5zakt",18,13,11,14,5,8,13
"R_7RWkqOusSPiqPeM",9,2,9,7,2,0,13
"R_5uwW1GNPHEPZEjP",18,18,18,20,6,12,16
"R_5WCihAOgcUedcZk",20,20,15,19,8,12,23
"R_3MR2wOcKDEOtwyF",31,28,30,28,15,13,31
"R_3m1UZFQc7rb44l9",24,24,22,24,11,13,26
"R_65EAY7lqI7ivK4L",12,15,19,18,6,9,16
"R_3gRbotitIRcBM7b",2,0,4,0,0,0,9
"R_6ePcGCUHHITSAEc",5,5,11,11,5,0,11
"R_11szzmPs5mGRu6J",4,1,8,11,1,0,6
"R_5gj5yKRvpTzaVNx",1,3,8,0,3,0,4
"R_75tnqr6vGdsHloP",8,3,8,4,3,0,15
"R_5RyHeKsHGHX3r7X",8,4,6,6,4,0,9
"R_3uxMDIM68Ryg7Zb",4,2,6,1,2,0,8
"R_7IQPqmlATzALGUO",12,7,12,11,5,2,7
"R_3xDlq2S6uPw5w8P",3,4,7,14,4,0,15
"R_3dYGhjebxDJwtJ4",8,4,5,13,3,1,15
"R_170LRwVEPhBnadb",2,2,12,3,2,0,6
"R_5DpW3cwN0vrKupI",8,7,12,12,7,0,17
"R_1YJ4PhVqGeXyzaV",0,2,5,3,1,1,7
"R_5wLKofpoMG6ifbr",8,4,9,3,4,0,12
"R_1i1OwAEpRdxdVN7",8,3,10,8,3,0,9
"R_3M9xhlRWE2z06ER",5,1,6,10,1,0,7
"R_5LtmRRCFrFNzPxb",6,9,8,6,6,3,7
"R_5lt6t4j8YY71s3C",5,5,14,12,3,2,17
"R_3flcaFWiEzGlW0z",8,1,11,12,1,0,10
"R_5R4wMYSZx064Fxq",10,4,8,9,4,0,10
"R_5JfL2nIAUug4iPa",8,2,5,11,2,0,10
"R_6oM8rMgHrXTOZ0o",30,29,27,29,15,14,28
"R_5pKjJBb1i8PpMbj",12,0,8,6,0,0,15
"R_3COVtMZnAkIXYQx",13,16,16,11,11,5,19
"R_3RTiyVGeYz0aYlX",28,30,26,29,14,16,29
"R_9Ko6VUlnS5brTqN",1,2,6,5,1,1,10
"R_13f26CHXBygN3UE",6,1,5,7,1,0,5
"R_6HOG4TBXusNkrXT",4,3,9,11,3,0,6
"R_7isTWLL25asnz86",6,3,13,9,3,0,6
"R_3nNsH4otQiGWhBf",14,8,17,15,5,3,15
"R_7CE0guvfyrrt836",3,3,8,11,3,0,2
"R_7fZQD4Jf65YZHCU",3,6,10,12,5,1,11
"R_7Hzwt9UmKWEwFQH",14,8,16,9,5,3,17
"R_1coUgYVdOvnwtTb",3,2,5,5,2,0,4
"R_1nwsNfArFfIHHtB",12,6,8,13,4,2,12
"R_6veV1V1XDql3BJi",2,1,3,5,1,0,11
"R_3PRnL9GkacgrAn6",20,19,20,19,11,8,23
"R_6m37LAKqjV0TJuC",3,10,15,4,7,3,10
"R_1WJ8M91QaGqkKrx",11,10,11,8,7,3,8
"R_7QEZnQTtIJiVFow",8,4,7,16,4,0,11
"R_3E1lAhesUhGJxEd",19,13,15,14,6,7,14
"R_3CNS4ExL4KVFzTw",5,3,8,6,2,1,8
"R_5q8XXif9YDAgoQV",11,6,9,15,4,2,15
"R_1pVBtsd9NtU9y8d",4,1,9,11,1,0,9
"R_5Tdv92OtUPduJbP",20,16,18,19,7,9,8
"R_1ZpdzuFb6nfizmN",0,3,0,4,0,3,6
"R_6jTBkys7hizQQIH",18,20,18,14,8,12,22
"R_7jUlInnnlaVlm8J",20,16,13,22,7,9,24
"R_5SwchB5xw2PBOO3",7,4,9,9,2,2,12
"R_62gNZjHo4EQTbBy",3,0,0,6,0,0,4
"R_6t3Tr4mwzMdFcAg",21,21,22,20,12,9,18
"R_5r2HFQsXV0AewHn",4,3,6,9,2,1,7
"R_1diUIDmLMvzF6aY",2,2,9,10,2,0,7
"R_1IsWVQc0OZa6DNr",7,7,6,10,3,4,12
"R_6zCi0ZMwXNY1dGs",13,9,2,6,8,1,11
"R_7ey8UkBc9W3Pnj3",7,8,10,17,5,3,13
"R_1Hno6wtMOtcC0cW",4,0,1,6,0,0,5
"R_6f6SFVdsQoo2mz6",20,22,22,20,11,11,17
"R_3mk6xQHooB8Huby",5,6,10,6,3,3,3
"R_5j8p5Vo90h0FG1x",9,0,7,5,0,0,9
"R_5GVVqzHEujWmsNP",16,23,17,27,14,9,19
"R_1e8rHsVDW9fQOzo",6,2,7,14,2,0,9
"R_3XnsJpTLws66Xar",22,23,21,22,12,11,23
"R_6ESDeeWeeX7ZQeG",10,9,8,10,7,2,16
"R_1DP9eJZCP1OBbNh",27,26,28,27,12,14,27
"R_12eqqTBycuY6KFr",10,3,4,8,0,3,7
"R_3PcpXLqgY3JN4Ac",4,2,7,6,0,2,8
"R_7DYWGg0sn2qvHTX",17,8,16,11,8,0,12
"R_5SLTqvccMdG5oul",28,29,28,27,14,15,28
"R_7Lhj4WItM9kTshk",17,16,16,16,7,9,16
"R_7vpFRXW8ufjTUiZ",12,10,9,12,7,3,15
"R_52lhe45eUySh6NK",24,23,24,27,9,14,21
"R_1VaolO01zRBuxUY",3,5,5,7,5,0,3
"R_5Ky0tWaYFSLDAT5",15,16,16,24,10,6,19
"R_1FRqnmZCAG3xmWl",9,11,16,16,8,3,9
"R_75TpK6lYpXxnUGl",9,10,7,8,6,4,10
"R_65uuOBQuhlHu4cy",23,24,26,25,11,13,22
"R_7DrS6Fm6TrOqra9",12,6,11,21,4,2,14
"R_5PzNB33lG690A60",23,27,23,18,12,15,14
"R_54DicyqwBIaTQvR",5,3,5,8,3,0,7
"R_5JrblWrGRpNsRAW",24,24,25,21,11,13,23
"R_3GNvpqbl7vKY4HQ",8,0,12,12,0,0,12
"R_38U7lY4dRg210M2",2,2,13,18,2,0,13
"R_1kyjyFMadgqbC1P",7,3,6,3,3,0,10
"R_7kby0wT3hZX3eTL",6,3,15,6,3,0,13
"R_6LGrAKPdslOIyjH",27,25,22,27,11,14,25
"R_7kG3WFkHGrSbhqN",13,10,10,12,9,1,11
"R_6g6nUxrNBYlWHG3",23,22,20,23,11,11,21
"R_7gT4ovKVXu6wfSg",15,22,22,12,11,11,10
"R_6WOu2X3EXLmpG5j",25,24,22,18,12,12,22
"R_5D7AvHDLoubPD6d",2,3,9,10,3,0,6
"R_5sp1OTcYxdTBOPc",24,20,26,23,11,9,22
"R_5feArODia9KIdNJ",9,2,5,12,2,0,18
"R_6813LD5V2VBexyh",15,18,16,25,7,11,16
"R_5wtMvFOrwYs2lmV",27,26,25,28,11,15,30
"R_6COZ2QDg7ahTBro",10,8,12,14,4,4,16
"R_30dmf15IH492c6J",15,18,16,25,7,11,16
"R_7uplO4CroJuK1Bf",18,23,23,21,12,11,22
"R_5E112Kdc9B5eeIq",15,13,16,24,9,4,23
"R_6EiyxtDCB1wuyL5",4,2,3,1,2,0,7
"R_61nMHvKmmWwFlCh",6,1,5,6,1,0,10
"R_1oAQTesiRxTvn55",23,23,25,24,12,11,24
"R_35NGvxIeJE1eqfZ",15,5,21,14,5,0,15
"R_70hO1uBKtZ5Y1Ls",9,7,14,18,5,2,9
"R_72D8qSiOPXzVZ9R",15,18,17,16,7,11,14
"R_3ESboLdcNKqTQOS",14,20,13,16,11,9,13
"R_10OsPGhyDwBI9kE",11,12,20,21,8,4,9
"R_3Jg52uGh6mYxzJ7",8,9,13,9,5,4,12
"R_61hFbc6r2FVxfhi",13,10,11,13,7,3,15
"R_5azrZRXFW70Zl2M",24,26,19,22,13,13,22
"R_1X5v6e6MRhn3CTo",9,15,12,12,7,8,12
"R_1E9EKMVWG0b4myE",21,14,13,13,7,7,15
"R_7wvRFUArj8pMGpO",4,6,10,13,2,4,10
"R_161xBTa6RbcVN3X",4,2,0,2,0,2,5
"R_6Pjuw2O3aqRXaCU",15,18,23,24,8,10,23
"R_7meCo1Ke7pyhp5Q",23,17,21,24,8,9,19
"R_6TTP7rYj6gNjHKW",25,26,27,24,12,14,25
"R_5aCB9Qv1zahCbqV",28,26,28,27,12,14,24
"R_1170WjJHEpEXtWj",24,29,27,23,14,15,22
"R_1eappizCnpLxqEs",26,23,23,25,11,12,28
"R_1FCDb16uLfJe61S",26,28,28,22,14,14,26
"R_6zwNlroSnUwo2Y1",6,2,5,9,0,2,8
"R_6JFIsFakh0FzHSp",13,12,14,21,8,4,19
"R_51hi0ZPPmGnC4kd",26,20,21,16,9,11,19
"R_3aLaYt5sSDkTZu9",26,20,21,16,9,11,19
"R_1M4t1aCyvI7hvNf",8,10,10,9,7,3,11
"R_6FQwI5rrWRakAm4",6,2,3,4,1,1,9
"R_3Qo3HmUgryPo4vx",22,16,16,21,9,7,18
"R_7oWbHJRx9eVh3mF",3,0,2,5,0,0,5
"R_3hsStidCOPFiW3Y",21,15,19,19,8,7,19
"R_31twatt8LnXzkIy",24,19,17,21,9,10,22
"R_36TKpb8ZmQrG1Md",4,2,3,2,2,0,6
"R_6LHyi9WBKC5FUVg",4,0,0,2,0,0,6
"R_1lnl6Ks5BzlkQAb",3,0,0,1,0,0,4
"R_5Kdnbtdn92gv3g6",17,8,12,13,8,0,15
"R_6kTgvMGPho58kd2",20,18,19,17,12,6,21
"R_3Yyr40HiOUWXoL4",21,21,16,16,9,12,23
"R_1KeRptZnJeUCirK",27,25,29,29,13,12,28
"R_3qbb0SLpXxxiZmC",27,25,29,30,12,13,28
"R_6649kbAIajO0Lrb",23,16,15,20,10,6,21
"R_7Fqjq4qdiq057IR",28,28,27,29,14,14,27
"R_3DGSVLkpPxRUC5j",27,27,28,23,13,14,26
"R_5MiBxGHwkvjd5fS",21,16,15,22,10,6,17
"R_5YTYvErYeB7OXAJ",23,26,25,19,14,12,29
"R_3MrOtETZMxyQ79T",24,24,26,25,11,13,23
"R_1t9bxsdmklM5cEE",24,26,26,22,14,12,23
"R_5IEtfH3JvpcVhac",15,15,18,17,9,6,21
"R_3Ed44PhFYdVkg9H",21,15,20,21,8,7,20
"R_5KnouKJdDXyA4Uh",21,22,22,20,10,12,24
"R_625ydHqllwQ449y",20,19,22,22,10,9,24
"R_3iJP5JV1LlKLLUS",20,15,17,21,9,6,17
"R_7dFOEPORpH5vgTn",23,20,20,20,8,12,26
"R_7oQLvdqVeX0KEpU",27,23,21,24,11,12,26
"R_6NaVxUE5LLOUlXQ",19,20,20,13,12,8,22
"R_3Ptj7hKnqAjIYef",16,19,14,18,10,9,17
"R_71A2ClMIG4OGeeB",14,15,10,16,9,6,17
"R_545IPftqM571fTX",14,15,10,16,9,6,17
"R_7qljLVi1JBk3ieX",16,15,18,14,6,9,19
"R_1RuoYcrkEweLS5r",20,10,14,15,5,5,20
"R_3hLQ7Joirxm7awc",20,20,21,19,10,10,22
"R_5oOUns02tRPImw9",15,11,16,17,6,5,15
"R_7j3agWxGKcTpHiZ",21,20,17,25,11,9,22
"R_30nHKFyrJsS0nCN",20,21,24,21,11,10,23
"R_3QyBUl5z6ucksbV",16,9,7,14,6,3,15
"R_7KQ2FYz3n58GzNe",4,0,0,0,0,0,3
"R_6iAa5nVnm6BWaI1",5,0,3,1,0,0,4
"R_5kRN7UyzQmL5c3o",5,3,3,5,2,1,10
"R_1Ea6I3fCrmPGeYj",6,7,4,6,5,2,13
"R_7imUoqivVEbziVk",7,4,9,3,4,0,8
"R_7pRKZd8tmoUNQOq",21,22,15,11,9,13,22
"R_6mlESN4QArS34U9",20,20,8,14,12,8,14
"R_6cbWWX0zPCvbauv",25,26,23,25,14,12,25
"R_5YxEPX40wPYohnr",29,22,27,26,11,11,25
"R_1kBtfHS3SD3r3JD",24,24,23,24,11,13,28
"R_77QkQMmGppCtLY9",16,14,16,13,7,7,16
"R_5IfUVw0ksInfSm7",11,9,14,9,5,4,10
"R_7jZK2iZDIUmc9gD",10,9,12,23,5,4,15
"R_5vldEJKdaodzFFf",19,18,20,19,10,8,11
"R_3QEX6liTEgJ8HIJ",19,12,12,15,4,8,11
"R_3Ck0FJR6RtQCHkJ",10,9,5,13,8,1,15
"R_5IYabWsm6nMfFRX",1,3,7,3,3,0,6
"R_60BL20lGV4eQGiY",14,18,16,17,7,11,17
"R_5qwdKXOa7Hw57b0",18,13,15,22,7,6,15
"R_7Lb8Fic06UfMAVj",8,0,0,4,0,0,8
"R_5oAztSzty8uQOMb",23,21,17,11,10,11,10
"R_50bNphWOSre1AYf",8,5,7,7,3,2,8
"R_1Dr6VHcsjgsvXJM",12,11,11,9,6,5,11
"R_6lESC8T1hnSFjnE",3,0,7,9,0,0,9
"R_1nTKiKrWZdmlJw8",18,24,15,15,13,11,17
"R_3tJBSOV0wYaJFhn",22,24,25,23,11,13,28
"R_6nwUopW6cDtgShH",16,6,14,19,6,0,12
"R_3P6ngmKtTH9RU1M",12,15,14,11,8,7,12
"R_1D5rN1W6yXzVDea",15,16,13,13,8,8,16
"R_3XrBxzVCVDiZfUJ",7,10,7,10,5,5,12
"R_7gQ1PzcsaV46W9b",16,14,19,21,6,8,17
"R_7oehtxp4XxtLsLU",12,14,16,16,9,5,16
"R_7EbRGRmuQuiEu9L",20,18,15,14,9,9,19
"R_6RXjdQP47ZnOxc9",19,27,14,21,12,15,19
"R_10DGYtZd6xgQ59c",24,22,19,24,9,13,25
"R_1B5NM2vXggPA4bU",24,26,26,25,12,14,26
"R_6d2ognAHiZS1lex",24,27,27,26,14,13,22
"R_3DwDXACHoQkGkFL",10,11,11,9,5,6,14
"R_1Kv7xLwGgK9y1MJ",6,0,3,16,0,0,10
"R_6a8OTYFpUUCBv9j",11,2,6,10,2,0,10
"R_3zAATMQJDMn0z9D",18,19,18,23,9,10,20
"R_1wp1nCfIdq7Ghvw",25,23,21,27,13,10,25
"R_7Se3TeKN3kl6KmC",2,3,7,4,3,0,10
"R_1MPDcfqHGRJsASq",8,7,8,8,4,3,9
"R_7CBLtnQPWp7sTQ9",0,1,8,2,1,0,7
"R_7f7Os0VfsV1bBqD",16,15,14,13,7,8,19
"R_1J1X6LY6xViqBQU",2,1,4,3,1,0,7
"R_71Rycl1SRLOXjdl",6,2,6,6,2,0,8
"R_3MSqMUSmHrf877f",10,8,10,8,5,3,9
"R_3uQ905LnwDukwBX",8,3,12,13,3,0,9
"R_16CQFut0Un0sG6R",11,8,9,16,4,4,16
"R_50O3NasU6D2NPwp",7,2,10,10,2,0,11
"R_3Y7iapK9nv5QW2t",9,6,10,9,5,1,9
"R_6f1zGTkG242oTpn",2,3,6,1,3,0,6
"R_7Hpp5Gdhdrii3ZP",5,6,7,5,2,4,7
"R_6aFWNDb1QCg7xqG",4,3,9,0,3,0,11
"R_7azQR2LfXuwQ045",21,21,18,21,10,11,22
"R_32mL6251A4OMWo1",7,6,11,11,4,2,10
"R_6zqCjHrr5VS8dhK",8,9,11,14,6,3,13
"R_58B834vt2VIsTjq",5,6,6,12,3,3,10
"R_3styNTEwLflkXBv",6,3,7,4,2,1,6
"R_750QuXDiM5BvVF7",4,4,6,5,3,1,11
"R_7z6F6a8qSEtkUpu",5,4,10,7,4,0,10
"R_3BrmmIqLHGzgOtt",3,1,10,6,1,0,6
"R_3jqRXuYDV7vJHz3",5,3,6,2,3,0,9
"R_30KYXrzXgk1sCjL",10,10,12,16,6,4,5
"R_7KSY5VLSLrgI3vB",3,5,12,1,5,0,8
"R_19tzlf6Bzch4aMz",7,1,9,8,1,0,5
"R_5oKCW2GyDKaeDBa",16,16,13,18,8,8,20
"R_7HZDtfpr1lylGB2",22,18,15,22,8,10,17
"R_7dFH73kadpEEdMR",4,7,8,8,3,4,7
"R_6YFZRSWIBPkoztJ",12,17,19,15,7,10,13
"R_5HG3PRhRHgl6QGu",18,12,16,14,6,6,14
"R_3uUqhElAGbUAu8K",9,10,10,8,3,7,12
"R_5PzexzzrreikY11",14,16,16,16,8,8,14
"R_3lGhil9rbRSapBK",11,8,14,13,4,4,16
"R_6foLbP1LihRzBBG",15,17,16,16,9,8,16
"R_3j7xWUAFf8oQy3E",8,0,12,10,0,0,9
"R_3QloNqa4C8JA14A",29,27,26,28,13,14,28
"R_3F391TZADduEmBp",6,8,7,12,2,6,10
"R_65MFKWx6DsVNFgp",28,24,24,28,12,12,28
"R_6BQ4PdSlgJMjsSW",29,30,29,26,15,15,31
"R_6PiEEuV6F7GeCfz",8,4,6,8,3,1,10
"R_13LGZpxIVvIjkQx",17,17,13,15,9,8,16
"R_5C8iryvOPDgr5D3",3,0,0,2,0,0,2
"R_6mE0qBbkmjq2U6r",11,13,11,17,6,7,16
"R_76JAAI979BSbyoh",10,6,7,10,4,2,4
"R_3y1qpf9dR062ozs",9,4,10,8,4,0,14
"R_3EnH2xACQU3m6UE",20,18,18,18,9,9,21
"R_6hSD7bHfgdexwkf",10,8,8,10,6,2,15
"R_3X6EKk3bXm6u6ot",14,19,16,19,10,9,20
"R_6Njh9cKHMn1J6WB",23,25,17,16,13,12,20
"R_7EfT5WE5EAq3Hze",20,17,20,18,6,11,21
"R_3cV1qFHRhSA9GIF",23,22,20,18,11,11,21
"R_1fjj7mClDzakg5r",14,4,8,8,1,3,16
"R_7gSXadCWe1EZaMt",8,6,12,8,2,4,6
"R_7IyNizJs88szDN5",9,6,11,13,3,3,12
"R_3WAn43z1xujRIKR",26,23,22,20,13,10,16
"R_1ZQVzSjNzuSBY7T",0,0,4,1,0,0,3
"R_7my0lOdaHONUtac",21,20,19,20,11,9,22
"R_1qsKHuRkuZ5AqjS",15,10,11,16,8,2,9
"R_3QM3ZCFHWHHIqvA",22,15,12,19,8,7,23
"R_3HAuZPtNk9IdXVv",16,8,12,20,8,0,16
"R_137EjjJuUw85SKC",14,5,9,12,5,0,8
"R_1rqNVK3iy7pW3l8",27,26,22,23,12,14,24
"R_5KgVOPvf1NtFFQJ",10,1,15,11,0,1,7
"R_129TVln3oHIxpq9",15,14,16,17,7,7,16
"R_6FPQNWQNDaVd1hv",0,0,1,1,0,0,2
"R_6vqp4tfT9cxNOFj",18,16,21,19,10,6,19
"R_7MR0gsdFYIqP6cn",4,0,0,6,0,0,4
"R_7qrm8XbUnmqGIky",0,0,0,0,0,0,0
"R_1Q47VVl4Mr2nAkx",13,16,16,16,8,8,16
"R_1REINJlS7l3Z1cZ",13,12,13,13,6,6,18
"R_3MwB3qunp2M6XKN",19,23,20,25,11,12,25
"R_6oOf1vP7fGaBFmH",26,18,5,16,12,6,16
"R_7JF4SW40mOY1jhL",4,8,8,12,8,0,12
"R_3z7BUOjeTOxIvAJ",11,8,4,9,4,4,8
"R_5gOfedapFM3Ojol",8,2,12,13,2,0,18
