"ResponseId","bisbas_matrix_1","bisbas_matrix_2","bisbas_matrix_3","bisbas_matrix_4","bisbas_matrix_5","bisbas_matrix_6","bisbas_matrix_7","bisbas_matrix_8","bisbas_matrix_9","bisbas_matrix_10","bisbas_matrix_11","bisbas_matrix_12","bisbas_matrix_13","bisbas_matrix_14","bisbas_matrix_15","bisbas_matrix_16","bisbas_matrix_17","bisbas_matrix_18","bisbas_matrix_19","bisbas_matrix_20","bisbas_reward_res","bisbas_drive","bisbas_fun_seek","bisbas_bis"
"R_6ldSvtUjE6pIjKN",3,3,2,2,1,3,2,3,3,3,2,2,3,3,3,2,2,3,3,3,13,11,11,16
"R_7rOG1T8grQYPs8h",2,2,3,2,3,2,0,3,2,3,2,3,2,4,3,2,4,2,4,3,15,10,12,14
"R_1AQLRnuKuEWNIkI",3,3,3,4,2,3,2,3,3,4,3,3,4,4,3,4,3,3,3,3,16,13,14,20
"R_1I6RIVENtMLqQUB",2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,2,11,9,11,14
"R_3MXNNpQV2QTJ9Cy",2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,15,11,8,16
"R_5PAwH071nrHgdJX",1,1,3,3,1,2,1,3,3,2,2,1,2,3,1,3,4,3,4,3,17,10,7,12
"R_1w4z1tu6mG3geuB",3,4,4,3,0,4,0,3,4,3,2,1,2,3,4,4,3,3,4,3,17,12,10,18
"R_5xzz9CXJ4AvzLcl",3,3,3,3,1,2,2,4,2,2,2,3,3,2,2,4,4,3,4,3,18,10,10,17
"R_6stlrHG7rffrDXP",3,3,4,4,2,4,1,4,4,4,4,3,4,4,2,4,4,4,3,4,19,16,13,21
"R_7iufYs99mW3yj5L",3,3,3,3,2,3,2,2,2,2,2,3,1,3,3,2,3,3,2,2,12,8,10,19
"R_5bWpWG1wlKatK7T",2,2,2,2,2,2,2,1,2,2,3,1,1,2,1,3,2,2,3,3,13,8,5,14
"R_5lCJPrnlL8uEYfv",3,2,3,2,2,3,1,2,3,3,2,2,3,2,1,3,4,3,4,2,16,10,8,16
"R_6GhiklJsQhaWgnf",2,3,2,1,1,2,1,4,3,2,3,3,3,3,3,3,3,3,3,3,15,12,12,12
"R_3r0y6BLStOncJIB",2,3,2,2,1,2,1,2,2,2,2,3,2,3,2,3,3,3,3,3,15,8,10,13
"R_60GddwPLZm2WSpL",3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,19
"R_60P7JYiwnN3GzGk",3,3,3,3,1,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,20,16,15,19
"R_6LopW5umgokWXAU",3,3,1,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,9
"R_1pF8QYJFGD4hoCB",2,3,3,3,2,3,2,3,2,3,3,2,1,2,1,2,3,2,3,2,12,11,6,18
"R_3CTlFsCWnVhuvNW",4,3,3,2,0,3,1,1,4,3,1,2,2,3,4,3,4,4,4,3,18,9,11,16
"R_5H208Tm2byZ91Wb",3,2,4,4,2,4,3,3,4,3,3,2,1,3,3,3,3,4,4,3,17,13,9,22
"R_1F37Kmyp23VsB59",4,4,4,4,3,4,3,2,2,2,3,1,1,1,1,3,4,4,3,1,15,9,4,26
"R_5Ibmzt5tVhFDd6o",3,2,1,3,3,4,1,2,3,4,2,1,3,4,2,1,3,4,2,3,13,11,10,17
"R_5tE0mtDRo0YJ5aV",4,3,3,3,2,4,1,3,3,2,3,3,3,4,4,3,4,3,3,3,16,11,14,20
"R_6jiVTlT1R6EqKVe",2,3,3,3,2,3,2,2,2,2,2,1,2,2,2,3,3,3,3,3,15,8,7,18
"R_1rIk7td49Pow0et",3,4,3,3,0,3,0,4,4,3,4,3,4,3,4,4,4,4,4,3,19,15,14,16
"R_2oEC4HxII5jKLLL",3,3,4,4,1,4,2,3,3,3,3,3,4,3,4,4,4,2,3,3,16,12,14,21
"R_5ylvzzWFHrbDGxN",3,3,3,3,1,3,1,3,3,3,3,3,2,3,3,3,3,3,2,3,14,12,11,17
"R_1RxHm4OOuJlfpa9",3,3,2,3,3,3,3,2,2,3,2,3,2,2,2,3,3,3,2,3,14,9,9,20
"R_3McBmfq2KRDKQEC",3,2,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,3,4,3,18,12,15,19
"R_3ohy07eHUUeYKp2",2,1,1,2,2,3,0,4,4,3,3,3,4,4,3,3,4,3,3,3,16,14,14,11
"R_1qI5L2BLlPaAblK",1,1,3,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,2,3,14,10,10,14
"R_5PcoGWjFsRj1joE",2,2,3,3,2,2,1,3,3,3,3,3,2,3,2,3,3,3,3,3,15,12,10,15
"R_5WDB38s1vy5QYXV",2,3,1,1,3,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,14,10,10,15
"R_5e4NnaSSq4hFvKT",1,1,1,1,1,2,1,3,1,2,3,2,3,3,1,4,3,3,3,3,16,9,9,8
"R_7prJE4PhW8CpLxY",1,3,3,3,1,3,1,3,2,3,3,2,3,3,3,3,3,3,4,4,17,11,11,15
"R_11dqQxHnak3INK0",2,4,3,4,2,3,1,1,4,3,2,4,3,3,4,3,3,2,4,4,16,10,14,19
"R_1sayNeYv020u5P2",3,4,2,2,1,3,2,3,2,2,3,3,3,2,2,4,3,2,3,3,15,10,10,17
"R_1gqAMEtVincD3Mx",3,3,3,3,2,3,2,2,2,3,2,3,2,2,2,3,3,3,3,3,15,9,9,19
"R_7I75ACYSV00s1xA",1,2,1,1,0,3,1,3,4,4,3,3,3,3,3,3,3,4,4,4,18,14,12,9
"R_7fkm7IRFmJBvH8Z",3,2,3,2,1,2,1,3,3,3,3,4,3,3,3,3,2,4,3,2,14,12,13,14
"R_1gTpXjQHhju4ku4",1,3,3,3,1,4,0,3,3,3,2,3,4,4,4,4,4,4,4,4,20,11,15,15
"R_5DSfVLR66aTVyJX",3,3,3,3,1,2,2,3,3,2,3,3,2,2,3,3,3,3,3,3,15,11,10,17
"R_5Hq3m8mu135Eamq",2,3,3,3,2,3,1,1,1,2,2,3,2,3,2,3,3,3,4,3,16,6,10,17
"R_5igRmYVFik4Dfbz",1,1,1,1,3,2,3,3,3,3,2,4,2,3,2,4,4,4,4,4,20,11,11,12
"R_7kcQizqGgcWrDgJ",4,3,4,4,3,4,2,3,3,2,2,4,3,3,2,4,3,4,4,3,18,10,12,24
"R_1SigqWleAcLOX18",1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,10,8,7,9
"R_1GuohUMMUEnFvRn",3,3,3,3,1,3,0,3,2,2,2,2,4,3,4,2,3,3,3,3,14,9,13,16
"R_1J6ANvk8Fq9aVe9",2,3,3,3,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,15,8,10,18
"R_53xVrBm2sxauD33",2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,8,8,18
"R_56kHJEAy42p6fep",3,1,4,3,2,3,2,3,3,4,3,2,2,2,2,3,3,3,4,3,16,13,8,18
"R_13jeAW48Huud0cN",3,4,3,3,1,3,1,3,3,3,4,3,3,4,3,3,4,2,3,4,16,13,13,18
"R_3431dwm2WlFhKox",2,2,2,3,1,3,2,3,3,3,2,2,3,3,2,3,3,3,4,3,16,11,10,15
"R_5tllqoBWhJMjVLn",2,3,3,3,2,3,1,3,3,3,2,2,2,3,2,3,3,4,4,4,18,11,9,17
"R_7v3ctLFVjoKz0pK",3,3,2,2,2,3,2,3,2,3,3,2,3,3,2,3,3,4,4,3,17,11,10,17
"R_5RkoVc51g5LX74M",3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,19
"R_1P0hCbjU556NeVt",1,1,2,2,3,1,3,2,1,1,2,1,1,3,4,4,4,3,4,3,18,6,9,13
"R_5kUFi3285msYNmp",3,4,4,4,3,4,1,3,4,4,3,2,3,2,3,4,4,4,4,4,20,14,10,23
"R_5Mt2Ssx1UR9Bu7v",3,3,3,3,1,3,1,3,3,3,3,4,3,3,3,4,4,4,4,4,20,12,13,17
"R_6Keox7S6SKhqp0J",1,1,1,1,1,1,1,3,2,3,2,2,2,3,2,3,3,2,3,3,14,10,9,7
"R_9qTXNQzcUzej4rJ",4,4,3,4,0,4,1,1,4,4,4,4,4,4,3,4,3,4,4,3,18,13,15,20
"R_7Do44e0FzIKW61m",3,3,3,2,1,2,1,2,3,2,3,2,3,2,3,2,2,3,2,3,12,10,10,15
"R_3pi2cf2s5Wk8Hbf",2,3,2,3,2,3,2,3,2,3,2,3,2,4,2,4,2,3,2,3,14,10,11,17
"R_61G9f4NTJ1OFOUp",3,4,4,3,2,3,2,3,3,3,3,2,2,2,1,3,3,3,3,3,15,12,7,21
"R_6OYI8Wx0Yh8Oy5x",2,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,3,3,3,2,13,7,7,13
"R_7lgJ0wSMeyqbLkM",3,2,2,2,1,3,1,3,3,3,2,3,2,3,2,3,3,3,3,3,15,11,10,14
"R_7maUNcUixGsUwVM",3,3,2,4,1,3,1,3,4,4,2,3,3,3,4,3,4,3,4,3,17,13,13,17
"R_5CIp3b0EeTBsPeB",3,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,13,12,12,20
"R_77HP1j2rwKQe7N7",2,2,2,2,1,1,1,3,3,3,4,3,3,3,3,3,3,3,3,3,15,13,12,11
"R_35sflNi1UfK3GgX",3,4,3,3,2,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,20,16,15,20
"R_5l49BYgerK37t0B",2,3,1,2,2,1,1,1,4,2,2,3,1,2,4,1,2,2,3,4,12,9,10,12
"R_6VPwmew9n51jfhv",2,2,2,2,0,1,1,1,1,1,1,1,1,2,1,1,4,3,3,1,12,4,5,10
"R_6qfD38WBGs83PA1",4,3,4,3,2,4,1,3,4,3,2,4,3,2,4,3,2,4,3,4,16,12,13,21
"R_6sojCaqFbEVE0kF",3,2,3,3,2,3,2,3,2,3,3,2,1,2,1,3,3,3,3,3,15,11,6,18
"R_796XHMtpGldWMfD",3,3,3,3,1,4,2,4,4,4,4,3,3,3,3,4,3,3,3,4,17,16,12,19
"R_6gBkRCJzWl9nLyZ",1,1,1,1,3,1,3,1,1,2,1,3,3,4,3,2,2,4,3,2,13,5,13,11
"R_7CkUojfXdv83rVS",3,3,2,3,2,3,1,2,2,2,2,2,3,2,2,3,3,3,3,3,15,8,9,17
"R_6bUJOXQEMmerkGJ",4,3,4,3,0,4,2,3,3,4,4,3,4,3,4,3,4,3,3,4,17,14,14,20
"R_1MNjVMHuxVNF9vh",3,3,2,2,2,3,1,2,1,2,2,1,2,2,2,2,3,3,4,2,14,7,7,16
"R_3QWy7IDjLL7BsyZ",3,3,3,2,1,3,1,3,2,4,2,3,2,2,2,2,2,2,2,2,10,11,9,16
"R_1Ivoupgo6cPb4Vz",4,4,4,4,3,4,2,3,3,3,3,2,3,3,2,3,3,3,4,3,16,12,10,25
"R_5jNiaP9MZBLp8We",4,2,4,4,3,4,2,4,4,4,4,1,1,1,4,1,4,4,1,4,14,16,7,23
"R_65HCxOsrOiKfAHO",4,3,1,1,0,1,0,3,3,4,4,1,3,4,3,4,4,3,4,4,19,14,11,10
"R_1Pc8wxv0ZlELcsM",1,2,3,2,2,3,0,2,1,2,1,1,1,1,2,3,3,2,2,2,12,6,5,13
"R_3M0yEAfxtGvjxgg",1,2,1,3,0,3,2,2,3,3,2,3,1,2,3,2,1,3,3,2,11,10,9,12
"R_5ml43dIlAw8oIUL",3,3,3,3,1,3,1,3,2,2,2,2,2,3,2,3,3,3,3,3,15,9,9,17
"R_7HCDGhzCVyMcWRf",3,3,3,3,2,3,1,2,2,1,1,3,2,3,2,3,3,3,3,3,15,6,10,18
"R_74Jnn31p8bZJ0oV",2,1,2,2,1,2,1,3,2,2,2,3,1,3,3,2,3,3,2,3,13,9,10,11
"R_14cqqmC18GfGrlL",1,1,3,3,2,3,1,3,3,3,3,4,3,4,3,4,4,4,4,3,19,12,14,14
"R_75ucgeXStJa1V61",3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,2,3,14,10,9,19
"R_7fpuylnspmTVhDZ",2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,13,9,9,15
"R_7oHoBfFvzG02dPx",4,3,2,3,3,3,3,2,2,2,2,2,1,2,2,3,3,2,3,2,13,8,7,21
"R_3aLKr40ggIcY3Sh",3,2,2,1,3,2,2,2,4,3,2,2,2,2,2,4,3,3,4,3,17,11,8,15
"R_1GjIwQ4QXOAiYC9",2,3,2,3,1,3,1,2,2,2,2,2,2,3,2,3,3,4,4,3,17,8,9,15
"R_6afwr302sZ5FdwG",2,3,2,2,2,3,2,2,2,2,2,1,2,2,1,3,3,2,3,2,13,8,6,16
"R_3JRHjFHo4dug7vP",3,2,3,2,1,3,1,3,3,3,2,3,2,2,2,3,3,3,3,3,15,11,9,15
"R_17Ch8wcmALBzGsh",3,4,4,4,2,4,3,2,1,2,2,2,2,2,1,2,4,3,3,2,14,7,7,24
"R_5roJofK0pjcS6D4",2,3,3,2,2,3,2,2,2,2,1,3,1,1,2,3,3,3,3,3,15,7,7,17
"R_7uQFgrlb8gUiu4G",2,2,2,3,2,3,1,3,3,2,2,1,2,2,2,3,3,3,3,2,14,10,7,15
"R_1wGi9qq07Whb26k",2,3,3,4,2,3,2,3,3,3,3,2,2,3,2,3,4,4,3,3,17,12,9,19
"R_7TTrPo04jfcdqT8",2,2,1,2,2,2,1,3,2,3,3,2,2,3,2,3,3,2,2,2,12,11,9,12
"R_1ansoMEzya1SoHV",2,3,3,3,2,3,2,2,2,2,1,2,2,4,3,3,3,3,3,3,15,7,11,18
"R_3S93nGR1rveZsqE",2,2,2,2,1,2,1,3,3,3,2,3,2,3,2,4,3,3,4,2,16,11,10,12
"R_7CwGoJGPPGQCqYi",2,2,3,3,0,2,1,2,2,2,3,1,2,2,2,2,3,3,1,2,11,9,7,13
"R_3zqKeoTgNEjbqaT",3,4,3,3,2,3,0,3,3,4,4,4,3,3,4,4,4,3,4,4,19,14,14,18
"R_6YnfscV6JUhC2IO",3,2,3,2,1,3,1,4,4,3,4,4,4,4,4,3,4,3,3,3,16,15,16,15
"R_57SyBCB2WuXpQl3",2,4,3,2,0,2,2,4,4,3,3,3,3,4,3,4,3,3,4,3,17,14,13,15
"R_6fl1Cje1nzzEqTt",4,4,3,4,3,4,3,3,2,2,3,2,2,2,2,2,2,4,2,2,12,10,8,25
"R_1Z5B8gSr6ms3TIB",1,1,1,1,1,1,1,2,2,2,2,3,1,3,2,2,3,2,1,1,9,8,9,7
"R_1to7h2sr7mOYwdH",4,3,2,3,0,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,15,12,12,17
"R_3oJRpsDvPPeXwxH",1,1,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,9
"R_5DvTy7gRvsnJFlf",3,2,2,2,1,2,1,3,2,2,2,3,3,3,3,2,3,3,3,3,14,9,12,13
"R_6AGMvKD6asAi17f",2,3,2,3,2,2,1,2,2,2,2,3,2,2,2,2,3,3,2,2,12,8,9,15
"R_7rJ4KRWsQQehYLi",2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,3,3,3,4,2,15,8,7,11
"R_5K3GpWFOAgsRDmY",4,3,3,3,1,3,0,4,3,2,3,4,4,4,4,3,4,3,4,4,18,12,16,17
"R_18IEZEGCBmQ2QGZ",3,4,1,3,1,3,2,4,4,4,3,3,3,4,3,3,4,3,4,4,18,15,13,17
"R_741SXbyfRKi7Gdz",2,3,3,4,2,4,1,1,3,2,3,2,3,2,2,3,2,3,4,2,14,9,9,19
"R_7jAa7muxvbj6VfH",3,2,2,3,3,3,2,3,2,3,3,1,1,1,1,3,3,3,3,3,15,11,4,18
"R_7ZbXnsQUZeEczCN",2,1,2,1,2,2,2,3,3,3,2,1,2,2,2,3,3,3,2,3,14,11,7,12
"R_58JkO0vNl64sBQ5",2,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,15,10,11,17
"R_6fNxEPNSxfWVXCV",1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,7,6,4,10
"R_7LFp9JfEfzRZN9T",3,2,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,4,4,4,18,11,11,17
"R_5imU0pR4LvN98ob",2,4,1,3,3,4,0,2,4,4,4,3,4,3,4,4,4,4,4,4,20,14,14,17
"R_5rdhhnq2msr4Z76",3,3,3,3,2,3,1,3,1,1,1,1,1,3,3,3,3,3,4,3,16,6,8,18
"R_7OVm8AfdCMyQ9MN",3,3,2,2,1,3,3,4,4,4,4,4,4,4,4,4,4,1,4,4,17,16,16,17
"R_5tEHudzMUduPpvp",3,2,2,3,2,1,2,4,3,3,1,2,4,3,3,2,2,1,4,3,12,11,12,15
"R_7VgR6sHl7EZK123",1,4,4,4,3,3,1,1,3,2,1,3,1,2,4,4,4,4,4,3,19,7,10,20
"R_7g11nzA2jjUGmbK",4,4,3,4,2,2,3,3,4,4,4,2,4,4,2,4,4,2,3,2,15,15,12,22
"R_3wbm19TpYalz4t3",3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,11,8,9,15
"R_7K0UXUthxYhSA0A",2,3,4,4,0,4,0,4,4,3,2,2,4,4,4,4,4,4,4,4,20,13,14,17
"R_3pzfaf2zS5IXoRN",4,4,3,4,1,4,0,3,4,3,4,3,3,3,4,4,3,3,3,4,17,14,13,20
"R_1KnyBcZsWHfSfNn",2,3,2,3,2,3,1,3,3,3,3,4,2,3,3,4,4,4,4,3,19,12,12,16
"R_7NTV4FIYDIiLroV",3,4,4,4,2,4,2,2,1,2,2,4,3,3,3,2,3,3,3,3,14,7,13,23
"R_35TRQRUFWQLKFOx",1,1,1,1,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,8
"R_5pPh0hxn4w8gztS",3,2,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,14,12,12,12
"R_5rYrCxZ79sliXyb",2,3,3,2,3,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,6,7,4,17
"R_5qP9pcvJiErJg66",3,2,3,2,2,4,1,3,2,3,3,2,2,2,2,3,3,3,3,3,15,11,8,17
"R_1my0gusJNwVN47S",3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,4,2,4,4,4,18,11,12,19
"R_3WUzt3NkpV5zakt",3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,13
"R_7RWkqOusSPiqPeM",4,4,4,4,0,3,3,3,2,2,1,2,3,2,1,4,4,4,4,4,20,8,8,22
"R_5uwW1GNPHEPZEjP",3,3,3,2,2,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,15,12,11,17
"R_5WCihAOgcUedcZk",3,4,3,2,2,2,1,3,3,3,3,2,4,3,3,2,2,3,4,4,15,12,12,17
"R_3MR2wOcKDEOtwyF",4,3,3,3,0,3,1,4,4,3,3,3,4,3,4,4,4,4,3,3,18,14,14,17
"R_3m1UZFQc7rb44l9",4,1,1,1,2,1,2,2,2,2,2,1,4,4,2,2,1,1,2,2,8,8,11,12
"R_65EAY7lqI7ivK4L",3,2,2,2,3,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,8,8,6,16
"R_3gRbotitIRcBM7b",2,3,3,4,2,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,20,12,11,20
"R_6ePcGCUHHITSAEc",3,2,3,2,3,3,2,3,2,2,1,3,2,3,2,3,3,2,3,3,14,8,10,18
"R_11szzmPs5mGRu6J",2,2,2,2,1,2,1,2,2,2,2,2,3,3,2,3,3,3,2,3,14,8,10,12
"R_5gj5yKRvpTzaVNx",1,1,1,2,2,3,2,2,2,2,1,2,1,2,1,3,3,3,2,3,14,7,6,12
"R_75tnqr6vGdsHloP",1,1,1,1,0,1,0,1,1,3,2,2,1,1,1,3,3,2,3,3,14,7,5,5
"R_5RyHeKsHGHX3r7X",2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,2,3,3,3,2,13,10,8,12
"R_3uxMDIM68Ryg7Zb",2,3,2,2,2,3,2,3,3,3,2,1,3,2,3,3,3,3,4,2,15,11,9,16
"R_7IQPqmlATzALGUO",3,3,3,3,2,3,2,4,4,3,3,3,3,4,3,4,3,3,4,3,17,14,13,19
"R_3xDlq2S6uPw5w8P",2,3,3,3,2,4,3,2,1,3,2,1,3,4,1,4,4,4,4,3,19,8,9,20
"R_3dYGhjebxDJwtJ4",2,2,4,3,2,3,3,3,3,3,2,2,2,3,2,4,4,3,4,4,19,11,9,19
"R_170LRwVEPhBnadb",3,3,2,2,1,3,1,3,2,3,2,3,2,3,2,3,3,3,3,3,15,10,10,15
"R_5DpW3cwN0vrKupI",2,3,2,2,1,3,0,4,4,4,4,1,3,3,4,4,4,4,4,4,20,16,11,13
"R_1YJ4PhVqGeXyzaV",2,2,3,3,2,3,1,3,2,3,2,1,1,1,2,3,3,3,1,3,13,10,5,16
"R_5wLKofpoMG6ifbr",2,2,2,3,1,3,1,3,2,2,2,2,2,3,2,3,3,2,2,3,13,9,9,14
"R_1i1OwAEpRdxdVN7",2,3,2,2,1,2,1,3,3,3,3,3,2,3,2,3,3,3,3,2,14,12,10,13
"R_3M9xhlRWE2z06ER",3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,3,15,8,10,19
"R_5LtmRRCFrFNzPxb",3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,4,18,12,12,18
"R_5lt6t4j8YY71s3C",3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,15,10,12,19
"R_3flcaFWiEzGlW0z",1,1,1,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,2,14,8,10,13
"R_5R4wMYSZx064Fxq",3,3,4,3,2,3,1,4,4,4,3,2,2,4,3,3,4,2,4,4,17,15,11,19
"R_5JfL2nIAUug4iPa",1,2,3,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,13
"R_6oM8rMgHrXTOZ0o",3,4,4,4,0,4,0,3,4,3,4,4,3,4,3,4,4,3,4,3,18,14,14,19
"R_5pKjJBb1i8PpMbj",1,3,3,3,3,3,3,2,3,3,3,1,1,1,1,4,3,3,4,3,17,11,4,19
"R_3COVtMZnAkIXYQx",2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,10,8,10,14
"R_3RTiyVGeYz0aYlX",4,3,4,4,1,4,0,3,4,3,4,3,4,4,3,4,4,4,3,4,19,14,14,20
"R_9Ko6VUlnS5brTqN",2,2,3,3,2,3,2,3,3,3,2,2,1,2,2,3,3,4,3,3,16,11,7,17
"R_13f26CHXBygN3UE",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,15,8,8,21
"R_6HOG4TBXusNkrXT",2,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,2,14,10,9,16
"R_7isTWLL25asnz86",3,3,1,1,2,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,15,12,12,15
"R_3nNsH4otQiGWhBf",2,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,12
"R_7CE0guvfyrrt836",3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,17,12,12,19
"R_7fZQD4Jf65YZHCU",1,1,2,2,2,2,1,3,2,2,2,3,1,3,2,3,2,3,1,2,11,9,9,11
"R_7Hzwt9UmKWEwFQH",3,3,2,3,2,3,1,2,2,3,2,2,2,1,3,3,3,2,4,3,15,9,8,17
"R_1coUgYVdOvnwtTb",2,2,3,2,1,2,1,3,2,2,2,3,2,2,1,3,2,2,3,2,12,9,8,13
"R_1nwsNfArFfIHHtB",2,2,3,3,2,3,2,3,4,3,4,3,3,3,2,4,3,4,4,3,18,14,11,17
"R_6veV1V1XDql3BJi",3,3,3,4,3,4,1,3,2,2,2,3,2,2,2,3,3,3,3,3,15,9,9,21
"R_3PRnL9GkacgrAn6",3,3,2,2,0,3,1,3,3,4,2,3,2,2,2,3,4,4,3,1,15,12,9,14
"R_6m37LAKqjV0TJuC",3,4,3,4,0,3,0,3,4,3,4,4,3,4,3,4,3,3,4,3,17,14,14,17
"R_1WJ8M91QaGqkKrx",4,3,3,3,3,4,0,2,3,3,4,4,4,4,3,4,3,4,4,4,19,12,15,20
"R_7QEZnQTtIJiVFow",4,4,4,4,3,4,2,2,2,2,3,3,3,3,3,3,3,3,4,3,16,9,12,25
"R_3E1lAhesUhGJxEd",2,2,3,4,3,2,1,4,3,2,4,2,2,2,3,4,3,4,3,3,17,13,9,17
"R_3CNS4ExL4KVFzTw",3,4,3,4,2,3,2,3,3,4,3,4,4,4,3,3,3,3,3,3,15,13,15,21
"R_5q8XXif9YDAgoQV",3,4,3,4,2,3,3,3,3,2,2,2,3,2,4,2,3,2,3,2,12,10,11,22
"R_1pVBtsd9NtU9y8d",2,3,1,2,1,3,0,2,2,2,2,3,2,3,2,3,4,3,3,2,15,8,10,12
"R_5Tdv92OtUPduJbP",1,2,3,4,1,2,3,2,3,4,3,2,1,2,3,4,3,2,1,2,12,12,8,16
"R_1ZpdzuFb6nfizmN",4,4,3,4,3,4,1,4,3,2,3,1,1,3,3,3,3,3,3,3,15,12,8,23
"R_6jTBkys7hizQQIH",3,3,2,3,0,2,1,3,4,3,2,3,3,3,4,3,2,3,3,2,13,12,13,14
"R_7jUlInnnlaVlm8J",3,3,2,4,2,1,1,2,4,2,3,2,3,1,3,2,3,4,2,2,13,11,9,16
"R_5SwchB5xw2PBOO3",2,3,3,3,2,3,2,2,3,3,2,3,2,2,2,3,3,3,3,3,15,10,9,18
"R_62gNZjHo4EQTbBy",3,2,4,3,3,3,2,2,1,3,2,3,2,3,3,4,4,3,3,3,17,8,11,20
"R_6t3Tr4mwzMdFcAg",2,3,3,3,0,4,1,3,4,4,3,2,2,2,3,3,4,4,4,4,19,14,9,16
"R_5r2HFQsXV0AewHn",2,3,2,2,1,2,1,3,3,3,2,3,2,3,3,3,3,3,3,3,15,11,11,13
"R_1diUIDmLMvzF6aY",2,3,3,3,2,3,2,3,3,3,3,3,2,3,2,3,3,4,4,3,17,12,10,18
"R_1IsWVQc0OZa6DNr",2,2,3,3,2,3,1,3,3,2,2,2,3,2,2,3,3,3,3,3,15,10,9,16
"R_6zCi0ZMwXNY1dGs",3,1,4,3,1,2,3,4,4,3,4,3,1,3,2,4,4,4,3,3,18,15,9,17
"R_7ey8UkBc9W3Pnj3",1,2,1,1,3,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,20,10,12,11
"R_1Hno6wtMOtcC0cW",4,4,4,4,3,4,3,2,2,3,1,3,1,1,3,3,4,4,4,3,18,8,8,26
"R_6f6SFVdsQoo2mz6",2,2,3,2,1,3,1,2,3,2,3,2,3,2,3,2,3,2,3,2,12,10,10,14
"R_3mk6xQHooB8Huby",3,3,3,4,2,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,20,16,15,21
"R_5j8p5Vo90h0FG1x",3,1,2,1,1,2,1,2,2,3,2,2,1,2,2,3,3,2,3,2,13,9,7,11
"R_5GVVqzHEujWmsNP",4,3,4,4,2,3,3,4,4,4,3,4,3,4,4,3,4,4,4,4,19,15,15,23
"R_1e8rHsVDW9fQOzo",4,4,4,4,0,4,3,3,2,2,3,3,1,3,3,2,3,3,3,4,15,10,10,23
"R_3XnsJpTLws66Xar",3,3,3,1,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,15,11,12,15
