"ResponseId","bisbas_matrix_1","bisbas_matrix_2","bisbas_matrix_3","bisbas_matrix_4","bisbas_matrix_5","bisbas_matrix_6","bisbas_matrix_7","bisbas_matrix_8","bisbas_matrix_9","bisbas_matrix_10","bisbas_matrix_11","bisbas_matrix_12","bisbas_matrix_13","bisbas_matrix_14","bisbas_matrix_15","bisbas_matrix_16","bisbas_matrix_17","bisbas_matrix_18","bisbas_matrix_19","bisbas_matrix_20","bisbas_reward_res","bisbas_drive","bisbas_fun_seek","bisbas_bis"
"R_1P6qnB3I6C4Vb09",3,3,2,3,2,4,2,2,3,3,2,1,3,4,2,4,3,2,4,3,16,10,10,19
"R_66jPZqvTxJhlvLH",3,2,2,4,1,2,0,3,2,4,4,3,4,4,3,4,3,3,1,3,14,13,14,14
"R_516BC81lOL3M6Qh",2,2,1,3,1,3,1,3,3,3,3,3,4,3,3,3,3,3,3,2,14,12,13,13
"R_7gZSKxivcLjxOJr",2,3,1,2,1,2,1,1,2,4,3,2,3,2,1,2,4,3,2,2,13,10,8,12
"R_59zetEikIlYTIad",3,3,4,3,2,3,2,4,4,3,4,3,4,3,3,4,3,3,3,4,17,15,13,20
"R_6eqJTSW3zwu7ANE",3,3,2,3,1,4,1,3,2,3,2,3,4,3,2,3,4,3,3,3,16,10,12,17
"R_5hxswS2xy8GQ8qP",3,2,2,2,1,2,2,3,3,3,3,3,3,2,3,4,3,3,3,2,15,12,11,14
"R_6gSi5HhPt3oAxfR",3,2,3,2,1,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,12,10,10,14
"R_3cwq0wtPh8hsz81",3,4,4,4,0,2,2,3,3,4,3,3,4,3,3,4,3,4,3,3,17,13,13,19
"R_57aHAd10ZZNuNxf",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,4,4,4,2,17,12,12,17
"R_3fnMhk29KXeSNNv",4,3,4,2,0,3,0,3,3,4,1,4,3,4,3,2,3,4,3,3,15,11,14,16
"R_1Mp5i366LBfPz2h",4,3,4,4,0,4,1,3,4,4,4,3,3,4,3,3,4,4,4,4,19,15,13,20
"R_6VgwOqGHVJ9OhaG",2,3,4,3,2,1,0,2,3,1,3,1,4,2,3,2,3,4,2,1,12,9,10,15
"R_6sYM7BVH8NIIYyL",1,4,1,1,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,11
"R_68VdwXabFtrchAB",4,4,4,4,3,4,2,2,2,2,3,3,3,2,2,4,4,3,4,4,19,9,10,25
"R_5tr3EtXA4JtjBK4",3,4,1,2,2,1,1,2,3,3,2,2,3,3,2,2,3,3,1,1,10,10,10,14
"R_7cc70RHrlvPR3zA",4,4,4,4,0,4,0,4,4,2,3,3,3,3,4,4,4,4,4,4,20,13,13,20
"R_3hywElMMNFsJMYp",1,2,3,2,2,3,2,2,3,2,2,2,3,2,3,2,2,3,3,2,12,9,10,15
"R_5YcZ2KLBmTsu8z7",3,4,3,3,3,3,3,2,2,2,2,3,4,3,2,3,3,4,4,4,18,8,12,22
"R_3taQqJWDTVGH5FD",1,1,3,4,2,4,3,3,3,3,2,4,3,4,3,3,4,4,4,3,18,11,14,18
"R_5sF3tdUQgMMs3mh",3,2,2,3,2,2,2,2,2,3,4,1,3,3,2,2,3,3,3,3,14,11,9,16
"R_1VQqjr1jMDX4D0t",2,2,2,2,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,12
"R_3ASdQREkJCScnFU",3,2,2,3,2,3,1,2,3,3,2,3,2,3,3,2,3,2,3,2,12,10,11,16
"R_3ssZNEMQJjTRgrv",4,4,4,4,0,4,0,4,3,4,4,1,3,3,2,2,2,1,1,3,9,15,9,20
"R_1CI5WjcD32clL84",3,3,2,3,1,3,2,3,2,2,3,3,3,2,2,2,2,3,3,3,13,10,10,17
"R_7N8sYhBOoS80djp",4,1,2,1,1,3,2,3,2,2,1,2,3,2,1,3,2,3,1,1,10,8,8,14
"R_70eQ3TMoJEkaFpw",4,2,1,2,1,2,0,3,1,2,4,3,1,2,3,2,3,1,4,3,13,10,9,12
"R_1R7tP2droQgUfmO",4,4,3,3,2,4,1,2,2,3,2,3,2,2,3,4,3,3,3,3,16,9,10,21
"R_6V2YSWkZewg4Mbr",3,3,3,3,1,3,1,3,3,3,2,2,1,1,3,3,2,1,2,2,10,11,7,17
"R_3KjX0VUXmGoF42r",1,3,1,3,1,3,1,3,3,2,2,2,3,2,3,3,3,3,3,3,15,10,10,13
"R_6CVBhsrOfyzPwP8",3,4,2,2,2,3,1,2,2,2,3,3,3,4,3,4,4,3,3,3,17,9,13,17
"R_7HGkxVvQiH22rAZ",1,2,3,3,2,3,0,4,2,1,2,3,3,2,4,1,2,3,2,3,11,9,12,14
"R_5QuOL3HQafCkeba",3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,14,10,12,19
"R_1RwxoXtULUMrphD",3,4,3,3,3,3,3,2,2,2,2,2,2,3,1,3,4,3,3,3,16,8,8,22
"R_6YVUnYdOJJIImnE",3,3,3,3,2,4,3,3,3,3,3,1,3,3,1,3,3,3,3,3,15,12,8,21
"R_1njHekJDMtWTrP3",4,3,2,4,3,4,2,3,3,3,3,2,3,3,2,4,4,4,3,4,19,12,10,22
"R_5gj9wbDcXgY6vUy",2,3,3,4,2,3,2,3,3,2,2,2,3,3,2,3,3,3,4,4,17,10,10,19
"R_65YeVxqNrqJAdSa",2,4,4,1,2,4,1,1,4,2,3,3,2,3,1,4,3,3,1,4,15,10,9,18
"R_70f3kJjYxEPcEfj",2,1,3,3,1,2,2,4,4,4,3,4,4,4,3,4,4,3,4,4,19,15,15,14
"R_6oI4XXTv6BYJ68W",4,3,4,3,3,2,0,2,1,3,2,3,4,4,3,1,4,4,4,2,15,8,14,19
"R_6MnFF7Nk4n9fxor",4,4,4,4,3,4,3,3,2,4,4,4,4,2,2,4,4,4,4,2,18,13,12,26
"R_5zIpozcCK0Em7Pj",3,3,4,4,1,3,1,4,3,3,3,3,2,3,3,3,4,3,3,3,16,13,11,19
"R_72JGymiY2HhXLge",2,3,3,3,1,2,1,3,3,3,3,2,2,3,2,3,3,3,3,3,15,12,9,15
"R_5LveHzx1fgprU5K",2,2,2,2,1,3,1,3,3,4,3,4,3,3,2,3,3,3,3,3,15,13,12,13
"R_7vNtg3jwCYkxeFP",3,2,4,4,3,3,3,2,2,2,2,1,2,2,1,3,3,3,3,3,15,8,6,22
"R_54ICgWblx5Ukwyt",3,3,2,2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,15,11,12,16
"R_3OqJNGKsvNTZs9Y",3,3,3,3,3,3,1,2,3,3,2,3,3,3,2,3,3,3,3,3,15,10,11,19
"R_7ez7MriTXjejJC2",3,3,1,1,2,3,1,2,3,3,3,2,4,3,4,3,3,3,4,3,16,11,13,14
"R_12X5wmxWTc8qh3Z",3,4,3,4,1,2,1,3,2,3,3,2,2,3,2,3,3,2,3,3,14,11,9,18
"R_58I4Q6hfuzXQFOx",3,1,3,1,1,4,2,2,1,3,3,3,4,4,3,3,3,4,3,3,16,9,14,15
"R_1yrHLXxiXfBpYWJ",1,3,3,3,2,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,15,9,12,16
"R_7OPVx66hHwwPYOs",1,3,3,2,1,4,0,4,4,2,3,3,4,4,2,3,3,3,2,4,15,13,13,14
"R_7XiCVkmVutzQs1O",1,3,2,4,0,4,0,4,4,2,3,4,4,4,4,4,4,4,3,2,17,13,16,14
"R_7prIEyfgxpjQhvr",4,4,2,3,2,1,1,4,4,4,2,3,3,4,4,3,4,3,3,3,16,14,14,17
"R_10wUwpQmoXdvyO7",2,3,4,4,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,16,12,9,21
"R_6rkXrCLgJVt3dDj",4,2,3,4,1,2,1,4,3,3,4,3,4,3,2,3,4,3,3,4,17,14,12,17
"R_3BA91EDJt5yeJqO",1,1,1,2,2,3,1,3,3,3,2,3,2,3,3,3,3,3,3,3,15,11,11,11
"R_37HTjiEy7eyRlhw",2,3,3,2,2,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,15,8,11,17
"R_1FLkMO3vfrw1uMy",1,1,1,1,2,3,1,3,3,3,2,3,2,3,2,2,3,3,4,3,15,11,10,10
"R_5C8ynOQuZHN74qM",3,4,4,3,1,3,0,4,4,4,4,3,4,4,3,4,3,3,4,4,18,16,14,18
"R_1IwmMjhBLuoyiCB",4,4,4,4,3,4,3,1,1,1,1,1,1,3,3,3,4,3,4,2,16,4,8,26
"R_3eRg4N5LM6CcG2m",4,4,4,4,3,4,3,2,2,2,2,2,2,3,2,3,2,4,3,2,14,8,9,26
"R_3A0fWLi30ZPDSVj",3,4,3,3,1,3,1,3,3,4,3,3,4,4,3,3,3,3,3,3,15,13,14,18
"R_7oQPi2nKfOL50KB",2,3,2,1,3,1,3,3,1,1,1,1,3,4,1,4,4,4,4,3,19,6,9,15
"R_1jiCSCifVR3LAdW",3,4,3,3,1,3,2,3,3,3,3,3,4,3,3,4,3,3,4,3,17,12,13,19
"R_5FJlyc0MyLnL958",3,4,3,4,2,4,1,2,2,2,2,3,3,3,4,4,3,3,4,3,17,8,13,21
"R_7aIYFnFjpt0UAvv",3,3,3,1,1,3,2,3,4,3,3,2,2,3,3,3,4,4,3,3,17,13,10,16
"R_5h0gUw9g6wRMdEg",3,4,3,3,1,4,2,2,3,3,3,3,3,2,3,2,2,3,3,3,13,11,11,20
"R_6pBg2X782vUmMdX",4,4,1,4,0,4,3,3,2,2,2,2,1,1,3,3,3,3,3,3,15,9,7,20
"R_3gtgjYgYKrJi389",3,2,3,2,3,3,2,2,3,3,2,1,2,3,2,2,3,2,3,1,11,10,8,18
"R_1n8GzjSOT8GaTQd",4,4,3,4,0,3,0,4,3,4,3,4,3,4,4,3,4,3,4,3,17,14,15,18
"R_1OHG95IozQ4AcJr",3,3,2,2,1,2,2,2,3,4,3,2,3,3,4,4,3,2,2,3,14,12,12,15
"R_7usJiKjcEwzZD7h",3,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,14,12,10,15
"R_3KljfxutjygJ3AR",3,3,3,2,1,4,1,3,3,3,2,3,2,3,2,3,2,3,2,2,12,11,10,17
"R_1pHdMVd3hcQrGy5",2,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,15,12,11,18
"R_7QtEnEFa3wAx3zj",4,3,4,4,3,4,2,3,3,3,3,2,2,2,1,4,4,4,3,3,18,12,7,24
"R_6DHqxnMKvrVBXwt",1,1,1,1,1,2,1,2,2,3,2,2,2,3,3,2,3,3,2,3,13,9,10,8
"R_5ePuhcORGYi2UIb",3,3,2,2,2,3,2,3,2,2,2,2,2,2,1,3,3,3,3,4,16,9,7,17
"R_59aWMbuIYpL4Fe0",1,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,4,4,3,3,17,8,11,15
"R_1rxI0dJppoKlOQV",2,1,3,1,2,2,0,3,2,3,2,4,4,3,3,4,4,3,1,2,14,10,14,11
"R_1wzYgUpy8FENH76",2,1,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,4,4,3,17,8,12,15
"R_6Sg0CtULnaAoFH3",4,4,4,4,3,4,3,3,4,4,3,3,3,3,2,4,4,4,4,4,20,14,11,26
"R_3TIykVe1REHdYQ1",2,2,3,3,2,3,1,2,3,3,3,3,3,4,4,3,3,3,4,2,15,11,14,16
"R_7sMwTP3HEqmcbFT",4,4,4,4,3,4,2,2,2,2,2,4,3,3,3,4,3,3,4,3,17,8,13,25
"R_5PZqLMxUWGMxcIY",3,3,2,1,2,3,2,3,3,3,3,2,4,4,1,4,4,4,4,3,19,12,11,16
"R_5Rr4JPCkcwI0r8n",2,3,4,4,1,4,1,3,2,2,3,4,3,3,3,4,4,4,4,4,20,10,13,19
"R_7MlzTKkdXR9Aklr",4,3,3,3,1,3,1,2,2,2,2,3,3,4,3,3,2,3,3,3,14,8,13,18
"R_6cUpbnrwRnxakjh",3,2,3,2,2,2,1,2,2,3,3,2,3,2,3,3,4,3,2,2,14,10,10,15
"R_7YM6Rf2fdp8KueI",2,2,2,2,2,2,1,3,3,3,3,2,2,3,2,3,3,3,3,3,15,12,9,13
"R_5eL8vtV1yB7vh1T",2,3,4,2,3,2,3,1,2,2,1,2,2,3,2,4,3,3,4,2,16,6,9,19
"R_5rjShz1zc8hZVYE",3,4,3,3,0,3,1,4,3,3,4,4,3,3,3,4,3,4,3,2,16,14,13,17
"R_1OkCwKXdfwK5aqB",3,3,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,15
"R_7mDwOBw7s0qaQtq",3,2,3,3,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,15,13,12,16
"R_6dcNHppBA1Mp9Fe",2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,17
"R_3wKU79SyjdyBMnk",3,2,3,3,1,4,1,2,4,4,3,3,4,4,3,3,2,4,3,3,15,13,14,17
"R_3qjIhgK5y3nUjpC",3,3,1,3,2,2,1,2,3,3,3,2,3,2,2,3,3,3,3,2,14,11,9,15
"R_5MbZihlyeCN4Qh1",3,4,1,2,2,2,2,3,4,1,1,2,3,2,1,2,3,3,3,3,14,9,8,16
"R_1qCWv1qlEmbuDLo",2,3,3,3,2,3,0,2,3,3,3,3,3,3,2,3,3,3,3,3,15,11,11,16
"R_10UxMDsMVIhnoh9",3,3,4,2,1,3,1,3,1,3,2,2,3,3,1,1,3,3,4,3,14,9,9,17
"R_6JiaiHsBq0h426B",4,4,4,4,1,2,0,4,4,3,2,4,3,4,3,4,3,4,4,4,19,13,14,19
"R_6CmetbM7zLZMhQa",2,2,2,3,1,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,15,10,12,14
"R_3ob7v6i1y9xUXQB",3,3,3,3,3,4,3,3,3,3,2,2,3,4,2,3,4,3,4,3,17,11,11,22
"R_3wjg1sZe0EkZHul",3,3,2,3,2,3,2,4,3,2,3,3,1,3,1,3,4,4,3,2,16,12,8,18
"R_3dKEPjLL1Nq6CrH",1,1,1,1,2,2,2,2,2,3,3,3,2,3,1,3,3,3,3,3,15,10,9,10
"R_18sf7b999Pv0w7f",3,3,2,2,2,3,2,4,4,4,4,2,4,4,3,4,4,4,4,4,20,16,13,17
"R_1YaLMRsxkrfQT9n",2,3,3,3,2,2,2,3,3,2,2,3,2,2,2,3,3,3,2,3,14,10,9,17
"R_5aFwsuByz1zLHFV",1,2,1,1,3,1,2,3,2,3,3,4,2,1,3,2,3,1,4,3,13,11,10,11
"R_7DO9gDBqtctC2Cb",3,3,1,1,3,3,0,3,3,3,3,3,4,3,2,3,4,3,3,4,17,12,12,14
"R_114g6pjuBx5AvQq",1,3,3,3,3,4,3,3,2,3,3,2,2,1,1,3,3,4,4,2,16,11,6,20
"R_7CNj430G9Gf6zkM",3,4,3,3,1,3,1,3,4,3,3,3,2,3,3,4,4,3,4,3,18,13,11,18
"R_3mUl4hnWkQsOtFp",2,3,3,3,1,3,1,4,4,4,4,3,4,4,3,4,4,3,4,4,19,16,14,16
"R_3GIAMSJFo6rQT77",3,3,3,3,2,3,2,3,2,2,2,2,3,2,3,3,3,3,4,3,16,9,10,19
"R_7He94ppuZrxRUXv",3,3,4,3,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,4,16,11,9,21
"R_58aQ9Lqu9T1jSbT",2,2,2,2,1,3,1,4,4,4,4,3,3,3,3,3,3,3,3,3,15,16,12,13
"R_3CDuwlSLevvpvPd",3,3,3,2,2,4,1,3,4,3,2,4,3,4,2,4,4,4,4,4,20,12,13,18
"R_10SgocvjcYGUOop",2,3,3,3,2,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,15,10,11,18
"R_5LgUimIlyauBn44",2,3,3,3,2,3,1,3,3,3,3,4,3,3,3,3,4,3,3,3,16,12,13,17
"R_7n1rRn9eyOS2Apu",2,3,2,2,1,2,1,1,2,2,3,2,3,3,3,3,3,3,3,2,14,8,11,13
"R_7yoeMH4cTH4yK9r",1,2,4,1,2,2,1,2,1,4,3,3,2,2,3,4,3,1,3,2,13,10,10,13
"R_7zDtMIE46cG6gN3",2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,15,8,11,18
"R_5R1HoLDPMo5Qjq8",4,3,3,2,1,2,1,1,2,2,3,3,3,2,3,3,3,2,2,4,14,8,11,16
"R_1PHMnWDyU33tkcA",2,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,14,12,12,12
"R_7i5kRVat6jVWK6Q",3,4,3,2,2,3,2,2,3,4,3,2,3,3,2,3,4,4,4,4,19,12,10,19
"R_1Mm4TUF8lN3RH4h",3,4,3,4,2,4,0,2,2,2,2,2,2,3,2,3,3,3,4,3,16,8,9,20
"R_7lcb8GLvIYqVLE0",1,4,1,1,3,4,3,1,1,1,1,2,1,1,1,1,1,1,4,1,8,4,5,17
"R_6t9W9dvlvurObRd",2,4,4,4,0,4,0,1,1,1,3,3,4,4,2,4,4,4,4,4,20,6,13,18
"R_7F4Kd95yZmIuur2",2,3,3,4,1,2,2,4,4,4,4,3,4,4,4,4,3,3,4,4,18,16,15,17
"R_7PBbR4M62NpzphA",3,4,3,3,1,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,15,11,12,20
"R_5PDwTdxYhCMiqKl",2,3,3,3,1,3,1,3,2,3,3,3,3,3,2,3,3,3,4,3,16,11,11,16
"R_5TKRnfxPPN6kAyR",3,3,3,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3,2,2,12,9,11,19
"R_7jW0xD08RZNhLMd",3,3,4,4,2,4,0,3,4,2,3,3,3,4,3,2,4,4,2,3,15,12,13,20
"R_5f3Ove9840ufj43",2,3,3,2,2,3,1,3,3,3,4,3,3,4,4,3,4,3,4,3,17,13,14,16
"R_1Yycgl6YkfeDV5f",2,3,2,3,0,3,1,2,2,3,3,3,3,1,2,3,4,3,3,3,16,10,9,14
"R_1w0LAI68jz3tHhs",4,4,3,2,0,3,0,4,3,3,3,4,4,3,2,4,3,2,2,4,15,13,13,16
"R_7HjeA5NVqNHEn4b",4,4,4,3,1,3,2,3,4,4,3,4,4,3,3,4,3,4,3,3,17,14,14,21
"R_1JdYMIXBbFnRhMK",3,2,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,15,13,12,16
"R_17TE3uIaNjj5GAS",3,3,4,3,3,4,3,2,2,2,2,4,2,2,2,3,3,3,4,3,16,8,10,23
"R_6Y4aGORvjvLXwT2",3,3,3,3,2,3,2,3,2,2,2,2,3,3,2,3,4,4,4,3,18,9,10,19
"R_1g0x63j7ZqA3O2L",2,3,4,3,0,4,1,4,4,3,3,4,4,4,4,4,4,4,3,3,18,14,16,17
"R_8tPLj3W5d5J65bj",3,4,4,4,2,4,2,4,4,3,3,3,3,3,2,3,3,3,3,3,15,14,11,23
"R_6fvkdtpITkdmssM",3,3,1,2,3,4,3,4,4,4,4,3,4,4,2,4,4,4,4,4,20,16,13,19
"R_1nblzQ53UCyyChb",3,3,2,3,2,3,1,4,4,4,4,3,3,4,2,4,4,4,4,4,20,16,12,17
"R_5pSBX41VIENVGlb",3,3,3,3,1,2,1,3,3,3,3,3,3,3,2,3,3,3,3,3,15,12,11,16
"R_3FHZz1SlTev7QDn",3,3,2,3,2,2,1,2,3,2,3,3,2,2,2,3,3,2,3,3,14,10,9,16
"R_7PUHaeEXlSIozB4",3,2,2,2,1,2,2,3,4,3,3,3,4,4,3,4,3,4,4,3,18,13,14,14
"R_1OrmfvViIIXPDdr",2,4,2,3,1,3,2,2,2,1,2,3,3,3,2,3,3,3,3,2,14,7,11,17
"R_5WJzyXm1bPb1Mqr",1,1,1,1,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,3,15,12,13,9
"R_1mL80iqJBhDtnVr",1,4,3,1,1,1,0,4,4,4,4,2,3,4,2,4,4,4,4,4,20,16,11,11
"R_1VcbQ3znfpYryoN",2,2,2,2,0,3,1,3,4,3,4,2,3,2,3,2,3,3,3,4,15,14,10,12
"R_73BSGFP020mNMRZ",3,3,3,4,1,3,1,3,4,4,4,3,3,4,4,3,4,3,4,4,18,15,14,18
"R_7znMte9Fn0Kw6yq",3,4,4,3,0,3,0,4,3,4,3,4,4,3,3,4,4,3,3,4,18,14,14,17
"R_5c6nqaZjkF2vfuj",3,3,3,4,2,3,3,3,3,3,3,2,2,2,3,4,4,2,3,3,16,12,9,21
"R_74HSw0iTvD62TuS",1,1,2,3,0,3,0,3,3,3,3,4,4,4,4,3,3,4,4,4,18,12,16,10
"R_3H0oNQ7oDr9XRRH",4,3,3,4,1,3,1,3,4,3,3,3,3,4,3,3,3,3,4,3,16,13,13,19
"R_6102HTDOsz0J6SJ",1,1,3,3,2,4,2,3,3,4,4,2,4,4,4,3,3,3,3,2,14,14,14,16
"R_5vcqYL0BizsO7Qd",2,3,2,1,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,12
"R_7dogZ0Oz7azj1Xw",3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,3,19,12,12,21
"R_3f2DHwfgRS0sAJG",4,3,2,2,0,3,3,1,3,3,3,3,3,4,3,3,3,3,3,3,15,10,13,17
"R_71TYMAVazqHNOcV",2,3,2,2,1,3,1,4,3,4,4,3,3,3,3,3,3,2,4,3,15,15,12,14
"R_5EHpaPbouwc4Aui",3,3,2,3,2,3,2,2,3,2,3,2,3,3,3,2,3,1,3,2,11,10,11,18
"R_169hOny4gr1kra1",2,2,2,3,2,3,1,3,3,3,3,3,3,3,2,3,3,3,4,4,17,12,11,15
"R_7DBxEAwbQm3IGaZ",3,4,3,1,1,3,1,2,3,2,2,2,3,3,3,2,3,3,3,3,14,9,11,16
"R_72VqWQ64cS9s1eS",2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,4,3,16,8,10,18
"R_5qKBbFgLjUv6MvY",3,2,3,3,0,3,0,3,3,2,2,2,2,2,2,3,3,3,3,2,14,10,8,14
"R_7S8Yw1ljOZQdAUV",2,2,2,2,2,2,1,3,3,3,3,3,2,2,2,3,3,3,3,3,15,12,9,13
"R_1ygyr8RAzKWxizU",3,4,4,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,12,8,8,24
"R_1zx0Ht0LHoseGoD",2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,4,4,3,18,8,10,14
"R_1EWOAaGRUzstYXe",4,1,2,2,1,1,3,4,4,4,4,1,3,4,4,3,4,4,4,3,18,16,12,14
"R_3aCtBWhSdvXdKIv",2,2,3,3,2,3,1,1,1,1,1,1,1,2,1,1,3,3,3,3,13,4,5,16
"R_7qaqCc0Dq7AD704",2,2,2,2,2,2,1,3,3,3,3,3,3,3,2,3,3,3,3,3,15,12,11,13
"R_5zJj0DBWnq8VaiF",3,3,3,3,2,3,2,2,2,3,3,1,1,1,1,2,3,3,3,2,13,10,4,19
"R_7KBKtmqWpZeeFIC",2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,13
"R_7sd776tgHyHsY4x",3,3,2,3,3,4,3,3,4,3,3,3,2,2,1,3,3,3,3,3,15,13,8,21
"R_7jd2sk5m4kwCFkh",4,4,3,4,0,3,0,3,4,4,2,4,3,4,4,3,2,3,3,4,15,13,15,18
"R_1uw8Em9r995XY3H",3,4,3,4,3,3,3,2,2,3,2,3,3,3,2,3,3,4,3,3,16,9,11,23
"R_6PdMi1TwYvawJlW",2,1,2,2,3,2,2,3,3,4,3,2,4,3,4,3,4,3,3,4,17,13,13,14
"R_7h6E7YF3YFBnKpD",4,3,3,3,0,3,1,2,3,3,4,3,3,3,4,3,3,4,3,3,16,12,13,17
"R_7qHB1hl0ryivssd",2,3,3,4,1,3,0,3,3,3,3,4,3,4,3,4,3,3,4,3,17,12,14,16
"R_16aV2o4LR1hMeDb",1,3,3,3,2,1,3,1,2,3,1,3,3,2,1,2,1,4,3,3,13,7,9,16
"R_67PcRAXtMP0JUaQ",2,3,1,3,0,2,1,3,2,4,2,4,2,4,2,3,3,2,2,2,12,11,12,12
"R_3gCQAlE9kRFCBjz",1,2,2,2,1,3,1,3,3,2,2,2,2,3,4,4,4,4,4,3,19,10,11,12
"R_6qwfdFvKxe98zeJ",3,2,3,3,2,3,0,3,2,3,3,2,2,3,3,3,3,3,3,4,16,11,10,16
"R_70uDhyahvtsqduM",3,2,2,2,3,2,1,3,2,3,3,3,3,2,3,3,2,2,2,2,11,11,11,15
"R_7K2UaEf13kPFlf5",3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,15,8,10,21
"R_1m2a7udOCDun13J",2,2,1,1,2,3,3,4,4,4,3,3,4,4,3,4,4,4,4,4,20,15,14,14
"R_15F4qBHBI8cfkAB",3,4,4,3,0,4,0,3,4,4,4,3,4,4,4,3,4,4,4,4,19,15,15,18
"R_5qgj4blxxqm1H3i",1,2,1,1,3,3,0,4,3,4,2,3,3,1,3,3,3,2,2,3,13,13,10,11
"R_3dHciQA5t6DOvw3",4,3,3,4,2,3,0,4,3,2,3,4,2,3,1,3,4,3,2,3,15,12,10,19
"R_3dMlw1oFPhqtbXI",2,4,3,4,3,4,3,2,2,2,2,2,2,2,2,3,3,3,3,3,15,8,8,23
"R_3LbDPvF5pZ04z9T",3,4,4,3,2,3,3,2,1,2,2,2,1,2,1,2,4,3,4,3,16,7,6,22
"R_38NVKpny3dgtqyC",2,3,3,3,3,3,2,2,1,1,1,3,1,2,2,3,3,3,3,3,15,5,8,19
"R_5EiKfJljrEZ15zh",1,2,4,4,2,3,1,2,1,1,1,2,2,3,1,3,3,4,4,1,15,5,8,17
"R_7alPva89UP0o5eG",2,2,2,2,2,2,1,2,2,3,3,2,3,1,2,2,3,3,3,2,13,10,8,13
"R_1Pd4ZMroipqVHCj",3,3,3,3,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,14,8,10,19
"R_3HRRLg2KU5uPl6x",2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,4,3,16,9,10,19
"R_5JgfZUL3aaCOYpO",3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,16,11,11,19
"R_6dGknuFTemF90Vf",1,1,2,2,1,3,1,2,2,1,1,3,2,3,3,3,3,2,3,2,13,6,11,11
"R_6finOPOpHNPbG1j",2,3,2,2,2,2,2,1,1,1,1,2,1,2,1,3,3,3,2,2,13,4,6,15
"R_1EAsCCQKlzUirN1",2,3,3,3,2,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,15,11,11,17
"R_6zTpgls81lmbP0t",4,3,4,2,0,3,0,3,4,2,4,3,2,3,4,3,3,4,3,4,17,13,12,16
"R_11tlkNzOkYrwCUS",2,1,3,3,1,2,1,3,2,2,1,3,2,2,2,3,3,3,3,3,15,8,9,13
"R_6dFXBS5Si207siG",2,3,4,2,1,4,2,2,3,3,2,3,3,2,2,3,1,2,2,1,9,10,10,18
"R_6F06Glbz5OzTcL7",4,3,2,4,1,2,1,3,3,2,3,2,2,3,3,3,4,3,3,4,17,11,10,17
"R_7IrPij1BKJtdzbR",2,3,2,3,0,3,0,3,3,3,4,2,3,3,2,3,4,2,3,3,15,13,10,13
"R_72Siro7VW7tRzkZ",3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3,15,11,9,19
"R_1yX02JbLMN46ckp",2,3,3,3,2,3,1,3,3,2,2,3,3,3,3,3,3,3,3,3,15,10,12,17
"R_5zaS6WQFyO5qPmN",2,1,1,2,3,2,3,2,3,2,2,1,2,1,2,1,2,1,2,2,8,9,6,14
