ID,ResponseId,demo_zip_p,GEO_ID,NAME,TravTmCas,TravMiCas,TenMiCas,ADINat,ADIState,SVI_SES,Gini,poverty,unemployed,bachelors,tenure,homeowner,white_p,black_p,native_p,pacific_p,hispanic_p,other_p,white_n,black_n,native_n,pacific_n,hispanic_n,other_n,TenMiMHT,TravTmGDT,TravMiGDT,TenMiRel,TenMiRelC,ec_zip,clust_zip,s_ratio,volun_rate,civic_org,TotalCrime,ViolCrime
1008,R_3z7BUOjeTOxIvAJ,97755,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
207,R_5HnsvN5jscCb3zK,21276,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
921,R_5YTYvErYeB7OXAJ,92185,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
959,R_625ydHqllwQ449y,94199,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
311,R_6E5y9wklvMsvTvI,30383,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
388,R_6NaVxUE5LLOUlXQ,34629,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
605,R_7sMwTP3HEqmcbFT,59495,-999,-999,-999,-999,-999,-999,-999,-999.0000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
318,R_3MrOtETZMxyQ79T,31698,860Z200US31698,ZCTA5 31698,-999,-999,0,-999,-999,-999.0000,-999,0,12.70588235,0,0,0,57.3875803,36.83083512,0.107066381,0,0.214132762,0,536,344,1,0,2,0,4,6.139912423,2.419902601,40,27,-999,-999,-999,-999,-999,132,70
449,R_7UfpkuOufMXw6oV,40404,860Z200US40404,ZCTA5 40404,-999,-999,0,-999,-999,-999.0000,-999,0,11.41439206,57.14285714,0,0,71.18055556,16.31944444,0.347222222,0,8.680555556,0,615,141,3,0,75,0,1,23.11435861,14.85274692,1,1,-999,-999,-999,-999,-999,32,20
188,R_3zqKeoTgNEjbqaT,20059,860Z200US20059,ZCTA5 20059,28.41489778,10.59095806,5,-999,-999,-999.0000,-999,0,2.258064516,100,0,0,28.08783166,61.29917658,0,0,6.404391583,2.470265325,307,670,0,0,70,27,70,9.799153956,2.367585227,139,74,-999,-999,-999,-999,-999,62,91
643,R_61hFbc6r2FVxfhi,62601,860Z200US62601,ZCTA5 62601,14.27374308,10.89564846,0,82,8,0.0541,0.459,10.08902077,0,27,100,96.26865672,97.92284866,0,0,0,0,0,330,0,0,0,0,0,1,14.76050035,11.16658966,1,1,-999,-999,-999,-999,-999,25,24
411,R_5ikEQ9CFFY4yKnv,36793,860Z200US36793,ZCTA5 36793,-999,-999,0,83,6,0.1016,0.3548,4.613297151,0,12.14574899,100,84.89795918,79.00403769,17.22745626,0,0,0,0,587,128,0,0,0,0,0,-999,-999,2,2,-999,-999,-999,-999,-999,25,53
636,R_3aCtBWhSdvXdKIv,60951,860Z200US60951,ZCTA5 60951,24.47595498,19.10498945,0,84,8,0.1539,0.3971,9.836065574,2.110817942,13.17157712,100,83.03571429,93.85245902,1.229508197,0,0,2.732240437,2.732240437,687,9,0,0,20,20,1,14.52304086,10.56620293,2,1,-999,-999,-999,-999,-999,45,58
865,R_5Q0AnuVkFwBDZ2h,89044,860Z200US89044,ZCTA5 89044,1.991496196,0.385671921,39,23,2,0.1889,0.4338,6.939615412,3.432531594,51.05893186,89.25704526,82.89496157,59.89265158,3.965535506,0.490836541,0.695646033,14.86634415,3.552385324,16961,1123,139,197,4210,1006,8,13.48451734,6.135222214,73,43,-999,-999,-999,-999,-999,105,70
154,R_65HCxOsrOiKfAHO,16405,860Z200US16405,ZCTA5 16405,47.98624932,33.28025044,0,87,9,0.2485,0.3832,10.23339318,2.95202952,9.024390244,93.96551724,95.25862069,94.7935368,0,0,0,0,1.077199282,528,0,0,0,0,6,1,-999,-999,0,0,-999,-999,-999,-999,-999,15,22
235,R_6CIw46Y5DEhieYD,26230,860Z200US26230,ZCTA5 26230,-999,-999,0,96,9,0.3145,0.4734,45.26315789,0,0,100,87.14285714,100,0,0,0,0,0,95,0,0,0,0,0,0,-999,-999,0,0,-999,-999,-999,-999,-999,22,45
691,R_8tPLj3W5d5J65bj,71466,860Z200US71466,ZCTA5 71466,37.87875613,31.54092979,0,81,7,0.4757,0.3296,24.14860681,0,0,94.53551913,100,98.45201238,0,1.238390093,0,0,0,318,0,4,0,0,0,0,21.88052514,17.75919264,1,1,-999,-999,-999,-999,-999,39,41
452,R_5roJofK0pjcS6D4,41824,860Z200US41824,ZCTA5 41824,-999,-999,0,90,8,0.5173,0.4084,20.21116139,0,12.74131274,87.94788274,85.66775244,100,0,0,0,0.60331825,0,663,0,0,0,4,0,7,11.03950986,7.979446475,1,1,-999,-999,-999,-999,-999,38,46
823,R_5e4NnaSSq4hFvKT,84129,860Z200US84129,ZCTA5 84129,15.10436424,11.70955917,2,29,5,0.5669,0.3701,9.336077686,3.489134271,22.91220557,92.06570842,79.76180698,68.76049098,1.838543852,0.535039866,1.135648342,25.40914813,10.33885858,26217,701,204,433,9688,3942,131,5.796297012,2.378321848,79,63,-999,-999,-999,-999,-999,114,65
790,R_5Tdv92OtUPduJbP,79765,860Z200US79765,ZCTA5 79765,-999,-999,0,27,2,0.6808,0.4392,13.05341573,3.247001299,26.24322656,73.35052654,61.10036536,60.2984456,5.786528497,1.210362694,0.223834197,48.67150259,14.15129534,14547,1396,292,54,11742,3414,1,-999,-999,23,12,-999,-999,-999,-999,-999,122,107
1019,R_5Kdnbtdn92gv3g6,98207,860Z200US98201,ZCTA5 98201,12.49244905,7.098080174,5,29,7,0.7050,0.4718,16.3414552,4.671956419,29.20859628,87.31228481,46.86103582,74.19261822,2.159425862,1.243111624,2.242727156,12.43432013,4.767397155,23157,674,388,700,3881,1488,14,20.17723819,13.01135515,215,120,-999,-999,-999,-999,-999,248,141
864,R_5rdhhnq2msr4Z76,89011,860Z200US89011,ZCTA5 89011,8.742471417,2.964032007,52,24,3,0.7649,0.4638,8.120494048,6.621194477,37.21944192,86.60950339,68.16005716,58.58535227,8.755221387,0.565302144,0.027847396,24.17153996,11.46755778,21038,3144,203,10,8680,4118,29,10.98477248,4.326668276,165,82,-999,-999,-999,-999,-999,96,89
165,R_3HRRLg2KU5uPl6x,17976,860Z200US17976,ZCTA5 17976,52.36149808,43.94615044,0,100,10,0.9018,0.4114,27.45304546,10.96774194,13.89821751,91.82911655,73.82828702,70.15698063,2.321309285,0.46760187,0,33.81763527,15.38076152,4201,139,28,0,2025,921,4,9.9963119,4.446795774,31,20,-999,-999,-999,-999,-999,55,95
855,R_6dMjcWj3GWD8EzO,86442,860Z200US86442,ZCTA5 86442,15.09448167,8.407041425,11,58,8,0.9348,0.4581,22.02947047,11.83220609,13.87681022,88.00075467,67.55549965,76.16744836,2.452879657,0.911818685,0.04661054,22.40510385,6.904186209,26146,842,313,16,7691,2370,7,-999,-999,40,25,-999,-999,-999,-999,-999,132,79
858,R_5igRmYVFik4Dfbz,87121,860Z200US87121,ZCTA5 87121,8.296292932,3.518376408,5,75,6,0.9405,0.4107,21.82857444,4.833836858,12.98587155,92.7969288,76.36442791,34.45458725,2.42858081,4.447363236,0.18388389,81.55119196,25.12773363,26232,1849,3386,140,62089,19131,25,10.40671234,4.296509891,50,18,0.57697999,0.073629998,0.92154998,0.043269999,-0.00008,212,253
466,R_3P6ngmKtTH9RU1M,43917,860Z200US43917,ZCTA5 43917,28.17029849,17.66964166,1,96,9,0.2162,0.4448,11.23766135,3.45177665,20.79800499,97.02325581,89.39534884,99.28220627,0.41556479,0,0,1.775595013,0,2628,11,0,0,47,0,4,26.06253888,14.22304517,5,5,0.77515,0.119,0.97224998,0.097060002,-999,19,23
72,R_6TTP7rYj6gNjHKW,10081,860Z200US10005,ZCTA5 10005,19.96271936,5.636369785,4,3,1,0.0503,0.4415,4.589738039,4.699936829,84.25938567,76.90069822,17.06749418,67.69863607,4.384065815,0,0,10.12123836,4.687161723,6254,405,0,0,935,433,264,10.59200856,2.863851065,2586,1010,1.25535,0.08997,0.32111001,0.052540001,0.00006,294,189
74,R_137uU0cle84C0Eg,10286,860Z200US10005,ZCTA5 10005,21.70684502,6.182447523,4,3,1,0.0503,0.4415,4.589738039,4.699936829,84.25938567,76.90069822,17.06749418,67.69863607,4.384065815,0,0,10.12123836,4.687161723,6254,405,0,0,935,433,264,12.33613422,3.409928802,2591,1014,1.25535,0.08997,0.32111001,0.052540001,0.00006,294,189
79,R_124RlVWteOn5i0l,10472,860Z200US10472,ZCTA5 10472,25.27700091,16.34814945,3,13,4,0.9927,0.511,31.45405747,9.504002511,13.6225,93.19362187,15.69476082,6.980570354,27.20463804,1.215919774,0.079912253,61.77843936,47.45534315,4455,17362,776,51,39427,30286,255,11.52272215,2.842849293,1412,598,0.60272002,0.072839998,0.81146002,0.01895,0.00104,93,226
81,R_3Jg52uGh6mYxzJ7,10472,860Z200US10472,ZCTA5 10472,25.27700091,16.34814945,3,13,4,0.9927,0.511,31.45405747,9.504002511,13.6225,93.19362187,15.69476082,6.980570354,27.20463804,1.215919774,0.079912253,61.77843936,47.45534315,4455,17362,776,51,39427,30286,255,11.52272215,2.842849293,1412,598,0.60272002,0.072839998,0.81146002,0.01895,0.00104,93,226
80,R_7XiCVkmVutzQs1O,10472,860Z200US10472,ZCTA5 10472,25.27700091,16.34814945,3,13,4,0.9927,0.511,31.45405747,9.504002511,13.6225,93.19362187,15.69476082,6.980570354,27.20463804,1.215919774,0.079912253,61.77843936,47.45534315,4455,17362,776,51,39427,30286,255,11.52272215,2.842849293,1412,598,0.60272002,0.072839998,0.81146002,0.01895,0.00104,93,226
758,R_70BEUnP9rajbD9q,77318,860Z200US77318,ZCTA5 77318,41.59568113,41.00311153,0,44,3,0.4579,0.4199,7.462912504,3.703703704,29.87708577,90.74294795,81.69778837,79.08678103,3.329969728,0.216952573,0.025227043,17.08879919,2.088799193,15675,660,43,5,3387,414,0,14.99133269,8.57591633,12,6,0.91679001,0.081869997,0.88486999,0.078829996,0.00105,63,54
688,R_1jNjo5BcokYvGAN,70820,860Z200US70820,ZCTA5 70820,8.006898041,3.774477944,15,54,3,0.8432,0.5461,35.94319009,4.213620774,54.25927895,72.1493441,30.73214486,57.18176542,21.38679287,1.750234406,0,12.5373934,7.652810644,12807,4790,392,0,2808,1714,17,8.576120211,3.590241165,45,29,0.77737999,0.10032,0.81300002,0.040989999,0.00126,185,153
753,R_7i5kRVat6jVWK6Q,77063,860Z200US77063,ZCTA5 77063,11.87159237,3.983417002,3,43,3,0.9441,0.5364,18.68728782,9.23254472,48.42209409,81.73019357,23.553183,38.35075261,21.43321498,0.797619643,0.095014252,33.10746612,8.488773316,15338,8572,319,38,13241,3395,35,14.31354246,7.832407492,637,304,0.66043001,0.077160001,0.65689999,0.038120002,0.00138,211,246
653,R_7IQPqmlATzALGUO,64157,860Z200US64157,ZCTA5 64157,19.30822264,13.73582745,2,23,1,0.0735,0.4126,1.285714286,2.638006839,51.81404332,92.49372274,91.27791727,82.59396317,2.920326363,0.107004325,0,4.841945695,1.79232244,18525,655,24,0,1086,402,5,9.276601915,4.130416065,55,36,1.09086,0.087250002,0.89438999,0.086269997,0.00138,143,178
868,R_7uDQOrG28WLjm4m,89084,860Z200US89084,ZCTA5 89084,4.315702724,1.124251138,72,18,2,0.5882,0.4009,7.039051717,5.36773599,28.92028749,85.96098497,72.6095299,41.00601127,20.62700488,0.692778392,0.415127908,24.41437313,6.547699275,15212,7652,257,154,9057,2429,31,9.965386114,5.416852461,231,109,0.90108001,0.07429,0.68826002,0.05483,0.00139,117,164
1012,R_7F4Kd95yZmIuur2,98034,860Z200US98034,ZCTA5 98034,9.905936781,3.049636492,5,8,2,0.3344,0.4509,5.885092264,5.083816892,57.60920743,85.53367486,60.59594868,66.8705147,1.541399799,0.549810942,0.189057798,9.080561772,3.505285902,34663,799,285,98,4707,1817,51,15.95519952,8.738601234,143,96,1.30885,0.088299997,0.78790998,0.071290001,0.00142,88,27
1011,R_7qffoiWVZNLKuLx,98034,860Z200US98034,ZCTA5 98034,9.905936781,3.049636492,5,8,2,0.3344,0.4509,5.885092264,5.083816892,57.60920743,85.53367486,60.59594868,66.8705147,1.541399799,0.549810942,0.189057798,9.080561772,3.505285902,34663,799,285,98,4707,1817,51,15.95519952,8.738601234,143,96,1.30885,0.088299997,0.78790998,0.071290001,0.00142,88,27
378,R_7q1PGnJWvIxzT7z,33896,860Z200US33896,ZCTA5 33896,23.0911731,13.60566238,1,50,6,0.7002,0.407,10.3626943,4.366812227,33.31722346,81.03348395,46.95863747,53.48010748,11.18141631,0.88844587,0.082343764,38.2031724,17.6692381,12340,2580,205,19,8815,4077,0,29.04588228,17.49249506,35,13,0.86563998,0.075290002,0.65390003,0.05531,0.00145,138,144
792,R_10SgocvjcYGUOop,79928,860Z200US79928,ZCTA5 79928,19.79962769,11.98786906,1,58,5,0.9541,0.3957,17.25575758,6.738649668,24.00779896,91.75949367,88.44725738,40.77084742,1.984491255,1.611266789,0.143733694,89.22963571,15.97497343,33755,1643,1334,119,73875,13226,4,23.81310534,18.13920011,40,17,0.62098998,0.07824,0.90811002,0.02177,0.00162,57,48
914,R_30nHKFyrJsS0nCN,91792,860Z200US91792,ZCTA5 91792,20.72996614,13.7259964,1,14,5,0.6995,0.4162,11.06707812,4.449915926,33.53380799,93.26649077,56.43271768,13.11729892,6.77856473,0.950810129,0.714724621,42.47275315,22.82267715,4056,2096,294,221,13133,7057,30,15.92551161,6.550496866,150,78,0.87853003,0.088079996,0.80313998,0.029479999,0.00178,85,76
913,R_6g7n6d7zHUwIoMX,91792,860Z200US91792,ZCTA5 91792,20.72996614,13.7259964,1,14,5,0.6995,0.4162,11.06707812,4.449915926,33.53380799,93.26649077,56.43271768,13.11729892,6.77856473,0.950810129,0.714724621,42.47275315,22.82267715,4056,2096,294,221,13133,7057,30,15.92551161,6.550496866,150,78,0.87853003,0.088079996,0.80313998,0.029479999,0.00178,85,76
963,R_3zAATMQJDMn0z9D,94531,860Z200US94531,ZCTA5 94531,8.401030679,3.286879152,1,16,6,0.6053,0.3877,7.186314348,5.686597938,31.5949838,92.3517743,72.3385497,27.46167255,24.42452957,1.548741787,0.446967327,25.80565861,10.98869173,12288,10929,693,200,11547,4917,4,-999,-999,35,15,0.96842003,0.087590002,0.84224999,0.039030001,0.00181,128,139
713,R_5rYdDWufu9FV5mQ,75025,860Z200US75025,ZCTA5 75025,23.20355619,16.28387229,0,17,1,0.3736,0.4059,5.455670335,4.543419104,66.58075601,90.18873977,67.03202695,43.7265707,9.602264208,0.178062678,0.18368571,9.59851552,1.536962063,23329,5123,95,98,5121,820,21,12.01102785,5.57166979,151,76,1.17849,0.086089998,0.77048999,0.078120001,0.00204,37,23
932,R_3CNS4ExL4KVFzTw,92571,860Z200US92571,ZCTA5 92571,28.07297484,19.47792751,0,30,8,0.9196,0.3644,10.99268827,6.852395981,11.84325744,93.81212376,71.72756545,20.35642445,10.24720297,1.363190531,0.714843815,78.2670856,46.10077635,12245,6164,820,430,47080,27731,1,15.8315152,9.578198911,48,17,0.63389999,0.079290003,0.86669999,0.01967,0.00211,116,82
874,R_6OV5OalPygdHNAu,89149,860Z200US89149,ZCTA5 89149,4.771769522,3.622038557,45,23,2,0.5047,0.4201,6.836482056,5.650212431,37.04074385,87.20675824,69.12604838,59.81026017,12.13535071,0.706525362,1.264191606,17.48539181,4.10362372,26920,5462,318,569,7870,1847,19,-999,-999,154,80,0.95837998,0.074000001,0.70045,0.05387,0.00211,128,143
832,R_5aFwsuByz1zLHFV,85050,860Z200US85050,ZCTA5 85050,10.89902805,4.507300247,2,16,2,0.1478,0.4462,4.633547991,3.673242567,57.68424807,88.76855195,79.47853991,74.56916343,2.008019835,0.446906854,0.238758456,10.85126573,2.770210291,24361,656,146,78,3545,905,36,13.10764169,8.456491459,44,25,1.10022,0.07767,0.76393002,0.055,0.00212,134,148
721,R_7471xG7AkXS7wBv,75181,860Z200US75181,ZCTA5 75181,19.15104475,12.13923542,1,43,3,0.6460,0.3604,11.88233171,3.281315313,22.77367774,93.33081666,85.55429722,25.14811907,39.73517025,1.134984653,0.096366621,32.18645157,7.466628596,7046,11133,318,27,9018,2092,4,18.20016592,10.66277786,37,25,0.65698999,0.083310001,0.77906001,0.02905,0.00213,70,61
359,R_6FQwI5rrWRakAm4,33231,860Z200US33131,ZCTA5 33131,17.28754765,7.31509255,4,15,1,0.3014,0.4781,6.148825626,2.664338422,76.66389351,74.10285714,35.54285714,50.79651338,3.65408562,0.987590708,0,52.10614453,5.028124866,11830,851,230,0,12135,1171,44,11.67094831,3.475996685,342,141,1.0360301,0.077420004,0.65245998,0.046410002,0.00214,282,192
875,R_1OkCwKXdfwK5aqB,89156,860Z200US89156,ZCTA5 89156,8.912706006,4.362544322,130,82,10,0.9531,0.4104,14.9925378,8.067293681,13.80441264,92.91363163,57.68990635,38.56442983,11.5741636,1.434280926,0,52.6171598,24.01534197,11965,3591,445,0,16325,7451,42,12.6231579,5.301203007,152,63,0.66715997,0.073080003,0.67014003,0.040440001,0.00225,90,142
349,R_70hO1uBKtZ5Y1Ls,33012,860Z200US33012,ZCTA5 33012,11.36155166,3.281772127,5,82,9,0.9471,0.4716,18.82545381,3.42776204,18.34546509,89.92680514,47.89713155,32.37955279,0.739107884,0.005763024,0,96.38226141,9.328895805,22474,513,4,0,66897,6475,54,9.415121706,2.881309328,407,161,0.40165001,0.081629999,0.72733998,0.0104,0.00235,81,46
94,R_7g11nzA2jjUGmbK,11212,860Z200US11212,ZCTA5 11212,15.92646941,3.106229967,4,14,4,0.9768,0.5236,33.70982954,13.82391794,16.4010942,93.7615073,13.84558733,6.663179678,70.08391513,0.247879381,0.048893639,19.52561799,9.344370409,5860,61636,218,43,17172,8218,219,-999,-999,2503,981,0.70480001,0.068539999,0.90121001,0.018130001,0.00242,130,319
831,R_11k0kQCRPxWQxAR,85033,860Z200US85033,ZCTA5 85033,12.3639387,6.964553417,1,63,8,0.9820,0.405,19.80549101,6.33825707,7.236311775,91.90283401,56.68016194,34.35965244,4.890613731,2.206614693,0,80.88230244,27.24868633,20009,2848,1285,0,47101,15868,90,5.319263352,2.591509196,235,129,0.44815999,0.067759998,0.69738001,0.019200001,0.00249,139,223
895,R_7nuOAZwSYjKYOtA,90037,860Z200US90037,ZCTA5 90037,11.33443334,3.943425571,10,21,7,0.9933,0.4636,26.26412849,7.975276044,9.055181448,94.30233215,22.98831103,17.03365491,15.31187864,2.752780028,0.150231976,79.764342,48.13756536,11565,10396,1869,102,54156,32683,108,11.77219449,4.148528229,1209,591,0.48625001,0.074280001,0.73614001,0.018850001,0.00256,164,342
142,R_1kGIRsNE7LNC5GH,14626,860Z200US14626,ZCTA5 14626,40.33992976,37.1278924,0,67,8,0.4361,0.41,7.797928353,4.739274787,31.95043348,93.05523368,68.2425647,80.38343033,9.133858268,0.027387881,0,7.894556659,0.989387196,23480,2668,8,0,2306,289,30,14.83999238,9.229899642,89,63,0.82919002,0.092249997,0.88963997,0.04056,0.00263,111,36
34,R_5rfrQri9pkYyncF,06610,860Z200US06610,ZCTA5 06610,9.545852905,3.386860628,2,88,10,0.9783,0.4835,22.3798627,7.327586207,17.06887555,87.91776731,49.44297692,33.15679884,25.06337136,1.013941698,0.09958356,50.55676263,23.80499728,7325,5537,224,22,11169,5259,29,-999,-999,73,40,0.63217998,0.085220002,0.92347002,0.025389999,0.00265,75,129
821,R_1wGi9qq07Whb26k,84096,860Z200US84096,ZCTA5 84096,29.77966543,25.23659943,0,27,5,0.2047,0.3322,6.420247171,3.632455669,40.68078144,86.71780184,81.43113743,83.29747592,0.777613724,0.337481544,0.494972931,11.18188849,3.325599381,59237,553,240,352,7952,2365,48,13.30379902,6.94428678,74,66,1.25275,0.074830003,0.86418998,0.075039998,0.00267,30,15
390,R_7EfT5WE5EAq3Hze,34743,860Z200US34743,ZCTA5 34743,22.5125092,16.22220892,0,49,6,0.9048,0.3748,12.8382382,6.766524427,19.88067257,92.1754155,70.08392299,31.30903188,11.30460449,0.477174341,0.0319756,76.39216844,28.79033845,12729,4596,194,13,31058,11705,13,16.28485582,9.845499785,163,62,0.66899002,0.068549998,0.80676001,0.023949999,0.00275,98,124
824,R_5Rr4JPCkcwI0r8n,84404,860Z200US84404,ZCTA5 84404,42.96394845,41.04149789,0,38,8,0.5640,0.3791,7.594038325,2.89981404,21.69620983,90.53647038,74.11497665,82.84781784,0.619354839,0.982163188,0.201897533,23.74193548,7.008728653,54576,408,647,133,15640,4617,19,5.019347385,2.19661507,116,88,0.91352999,0.082060002,0.93112999,0.054359999,0.00276,104,62
764,R_1w0LAI68jz3tHhs,77449,860Z200US77449,ZCTA5 77449,28.51448885,19.53659567,0,47,4,0.8714,0.3741,11.02674607,6.055573678,28.40232148,88.89058408,70.47575457,34.03715804,20.60434648,0.882625445,0.140602396,49.25066238,16.58945726,41880,25352,1086,173,60599,20412,6,15.64932097,9.0137049,102,43,0.78223997,0.081529997,0.83091998,0.038539998,0.00278,77,48
2,R_7QXbr2n5EJdFLrH,01118,860Z200US01118,ZCTA5 01118,9.534240438,3.053167282,4,56,10,0.6113,0.4224,15.97816564,6.095003085,30.07112376,91.19005329,78.41918295,61.16996469,15.36411486,0.766206943,0,23.03284696,6.276234259,9181,2306,115,0,3457,942,29,6.392608828,2.287231923,72,35,0.78123999,0.086110003,0.85843998,0.058940001,0.00282,48,57
795,R_1Gg0qg71vPhfaav,80021,860Z200US80021,ZCTA5 80021,17.01214055,8.185567901,2,24,5,0.3060,0.3669,5.180039694,3.654166667,53.2670826,83.2398488,51.81075479,82.04262977,1.124796131,0.312130926,0,12.94921545,2.204600416,29176,400,111,0,4605,784,20,14.13740466,6.59565504,142,82,1.26724,0.088760003,0.70973998,0.066950001,0.00282,212,69
176,R_7CwGoJGPPGQCqYi,19057,860Z200US19057,ZCTA5 19057,1.816272887,0.478576577,2,42,3,0.5229,0.3648,8.809080129,5.634488128,26.23204961,90.44757235,79.80389056,76.8411069,5.925016737,0,0,10.3492524,2.962508369,13773,1062,0,0,1855,531,26,-999,-999,97,51,1.03214,0.09364,0.91360998,0.047559999,0.00285,68,46
738,R_1JdYMIXBbFnRhMK,76132,860Z200US76132,ZCTA5 76132,43.78381547,38.87029688,0,56,5,0.6112,0.5315,13.31900357,3.141577678,48.69141481,82.06643245,30.74896199,55.58414044,23.51316586,0.525877724,0,18.87484867,1.358202179,14692,6215,139,0,4989,359,10,6.230066857,1.96172461,133,71,0.75199997,0.085940003,0.82299,0.043400001,0.0029,151,132
1015,R_7usJiKjcEwzZD7h,98077,860Z200US98077,ZCTA5 98077,16.52201712,6.843731754,3,2,1,0.1287,0.4314,2.79380082,4.523136438,63.29787234,94.17922948,91.37353434,82.14062608,0.076351773,0,0,5.726383008,1.756090789,11834,11,0,0,825,253,28,23.83873568,12.20115725,57,40,1.4078799,0.085430004,0.74274999,0.10167,0.0029,22,15
907,R_6veV1V1XDql3BJi,91387,860Z200US91387,ZCTA5 91387,20.20645852,14.83998083,2,15,6,0.6561,0.4177,10.09890682,5.706544394,33.77376298,88.9130893,65.46757535,46.09899963,6.633105028,1.073828404,0.025927446,43.06548841,15.70987188,21336,3070,497,12,19932,7271,16,22.33833483,17.80894286,19,12,0.91823,0.084830001,0.84849,0.05088,0.00298,50,46
820,R_5lt6t4j8YY71s3C,84067,860Z200US84067,ZCTA5 84067,37.06569452,32.81636297,0,43,8,0.3034,0.3227,4.871468963,2.365960695,23.07378054,91.14791988,86.27118644,80.83258152,0.773295528,0.639257636,0.051553035,19.36332002,8.142801908,31359,300,248,20,7512,3159,31,-999,-999,166,127,1.0178601,0.082889996,0.89319998,0.054529998,0.00307,64,41
872,R_5oOUns02tRPImw9,89129,860Z200US89129,ZCTA5 89129,8.714713217,4.212122529,110,26,3,0.6131,0.465,8.222381821,6.680087234,32.55201074,90.34344972,70.21691561,59.78378378,8.868529547,0.327989006,1.152542373,21.48419606,7.017865323,32627,4840,179,629,11725,3830,47,8.055728603,3.887848707,194,97,0.90527999,0.071099997,0.70222998,0.056940001,0.00307,76,80
43,R_5B2PbRLXHku3vb1,07111,860Z200US07111,ZCTA5 07111,40.23933444,30.60747303,0,56,9,0.9520,0.4655,18.11384507,8.570470003,22.25108009,90.8012271,29.29712172,5.002154672,78.65714191,0.394470779,0,13.31090264,6.230317897,3018,47457,238,0,8031,3759,73,6.684083858,3.424427917,423,206,0.61452001,0.07604,0.92666,0.01969,0.00311,107,155
103,R_4GnIjgTUMujVj2x,11368,860Z200US11368,ZCTA5 11368,27.00713418,8.737034466,4,22,5,0.9707,0.4332,18.34280177,5.97289184,14.40821424,92.87317057,22.07039754,15.6678498,9.925275546,1.466467402,0.067252008,74.68335513,46.30020549,16774,10626,1570,72,79956,49569,308,9.561979073,1.529581429,2704,1140,0.47132999,0.074029997,0.83631998,0.01225,0.00312,56,104
101,R_9Doqi4l8ZeXexJC,11368,860Z200US11368,ZCTA5 11368,27.00713418,8.737034466,4,22,5,0.9707,0.4332,18.34280177,5.97289184,14.40821424,92.87317057,22.07039754,15.6678498,9.925275546,1.466467402,0.067252008,74.68335513,46.30020549,16774,10626,1570,72,79956,49569,308,9.561979073,1.529581429,2704,1140,0.47132999,0.074029997,0.83631998,0.01225,0.00312,56,104
102,R_9hzKMhAV7cJGjkT,11368,860Z200US11368,ZCTA5 11368,27.00713418,8.737034466,4,22,5,0.9707,0.4332,18.34280177,5.97289184,14.40821424,92.87317057,22.07039754,15.6678498,9.925275546,1.466467402,0.067252008,74.68335513,46.30020549,16774,10626,1570,72,79956,49569,308,9.561979073,1.529581429,2704,1140,0.47132999,0.074029997,0.83631998,0.01225,0.00312,56,104
761,R_3P0cFiIHsojpsZ9,77346,860Z200US77346,ZCTA5 77346,26.96909933,15.54421479,0,40,3,0.3461,0.3629,7.14512754,5.376930514,42.16621111,84.28593617,82.73277937,49.53226511,21.51845138,0.881220477,0.013231539,28.36709581,5.975362875,37435,16263,666,10,21439,4516,3,21.03241618,13.51643797,93,48,0.93327999,0.083180003,0.87335998,0.05734,0.00315,88,70
1020,R_5zIpozcCK0Em7Pj,98208,860Z200US98208,ZCTA5 98208,10.5884878,3.768828101,4,16,4,0.5960,0.4362,9.534331235,6.491746736,34.265255,89.4846765,68.41770715,57.64319652,5.287382869,0.658242048,0.348092913,14.37739211,5.617328758,34941,3205,399,211,8715,3405,26,15.00221194,7.152852593,144,82,1.16961,0.086779997,0.79452002,0.061179999,0.00315,87,45
