"ResponseId","mandf_onlineg","mandf_casinog","mandf_cann","mandf_drinks_m","mandf_drinks_f","mandf_drinks_o"
"R_1qI5L2BLlPaAblK",0,0,30,NA,2,NA
"R_5PcoGWjFsRj1joE",0,0,0,NA,0,NA
"R_5WDB38s1vy5QYXV",0,4,0,NA,25,NA
"R_5e4NnaSSq4hFvKT",0,0,0,0,NA,NA
"R_7prJE4PhW8CpLxY",0,0,0,0,NA,NA
"R_11dqQxHnak3INK0",5,3,2,2,NA,NA
"R_1sayNeYv020u5P2",5,0,4,5,NA,NA
"R_1gqAMEtVincD3Mx",0,0,0,0,NA,NA
"R_7I75ACYSV00s1xA",15,7,5,4,NA,NA
"R_7fkm7IRFmJBvH8Z",18,10,30,NA,25,NA
"R_1gTpXjQHhju4ku4",0,0,0,0,NA,NA
"R_5DSfVLR66aTVyJX",0,0,5,1,NA,NA
"R_5Hq3m8mu135Eamq",0,1,0,NA,0,NA
"R_5igRmYVFik4Dfbz",10,0,0,NA,0,NA
"R_7kcQizqGgcWrDgJ",0,0,10,NA,1,NA
"R_1SigqWleAcLOX18",0,0,30,NA,15,NA
"R_1GuohUMMUEnFvRn",6,8,8,NA,7,NA
"R_1J6ANvk8Fq9aVe9",0,0,30,0,NA,NA
"R_53xVrBm2sxauD33",0,0,0,NA,15,NA
"R_56kHJEAy42p6fep",0,0,0,NA,0,NA
"R_13jeAW48Huud0cN",2,2,1,5,NA,NA
"R_3431dwm2WlFhKox",0,0,30,NA,10,NA
"R_5tllqoBWhJMjVLn",0,0,0,NA,0,NA
"R_7v3ctLFVjoKz0pK",0,0,0,0,NA,NA
"R_5RkoVc51g5LX74M",0,0,0,NA,0,NA
"R_1P0hCbjU556NeVt",12,9,9,12,NA,NA
"R_5kUFi3285msYNmp",0,0,0,8,NA,NA
"R_5Mt2Ssx1UR9Bu7v",1,0,0,20,NA,NA
"R_6Keox7S6SKhqp0J",1,0,0,0,NA,NA
"R_9qTXNQzcUzej4rJ",4,2,2,3,NA,NA
"R_7Do44e0FzIKW61m",0,0,0,NA,0,NA
"R_3pi2cf2s5Wk8Hbf",15,0,5,3,NA,NA
"R_61G9f4NTJ1OFOUp",2,0,5,NA,4,NA
"R_6OYI8Wx0Yh8Oy5x",0,0,0,NA,0,NA
"R_7lgJ0wSMeyqbLkM",0,0,0,NA,0,NA
"R_7maUNcUixGsUwVM",4,2,0,NA,0,NA
"R_5CIp3b0EeTBsPeB",0,0,0,14,NA,NA
"R_77HP1j2rwKQe7N7",20,0,0,2,NA,NA
"R_35sflNi1UfK3GgX",1,1,0,NA,3,NA
"R_5l49BYgerK37t0B",4,7,0,2,NA,NA
"R_6VPwmew9n51jfhv",0,0,0,NA,0,NA
"R_6qfD38WBGs83PA1",7,5,6,4,NA,NA
"R_6sojCaqFbEVE0kF",0,0,0,NA,0,NA
"R_796XHMtpGldWMfD",8,3,15,5,NA,NA
"R_6gBkRCJzWl9nLyZ",0,0,0,0,NA,NA
"R_7CkUojfXdv83rVS",0,0,0,NA,2,NA
"R_6bUJOXQEMmerkGJ",20,16,12,NA,14,NA
"R_1MNjVMHuxVNF9vh",0,0,0,NA,1,NA
"R_3QWy7IDjLL7BsyZ",5,1,5,5,NA,NA
"R_1Ivoupgo6cPb4Vz",0,0,0,0,NA,NA
"R_5jNiaP9MZBLp8We",0,0,0,NA,0,NA
"R_65HCxOsrOiKfAHO",0,0,0,NA,0,NA
"R_1Pc8wxv0ZlELcsM",0,0,0,NA,0,NA
"R_3M0yEAfxtGvjxgg",23,15,29,4,NA,NA
"R_5ml43dIlAw8oIUL",0,0,0,NA,0,NA
"R_7HCDGhzCVyMcWRf",0,0,30,NA,0,NA
"R_74Jnn31p8bZJ0oV",2,0,0,1,NA,NA
"R_14cqqmC18GfGrlL",0,0,0,NA,0,NA
"R_75ucgeXStJa1V61",0,0,0,NA,0,NA
"R_7fpuylnspmTVhDZ",0,0,0,NA,0,NA
"R_7oHoBfFvzG02dPx",0,0,0,NA,0,NA
"R_3aLKr40ggIcY3Sh",0,0,0,NA,3,NA
"R_1GjIwQ4QXOAiYC9",0,1,0,NA,0,NA
"R_6afwr302sZ5FdwG",0,0,0,0,NA,NA
"R_3JRHjFHo4dug7vP",0,0,0,NA,0,NA
"R_17Ch8wcmALBzGsh",2,0,0,1,NA,NA
"R_5roJofK0pjcS6D4",0,0,0,NA,0,NA
"R_7uQFgrlb8gUiu4G",0,0,0,0,NA,NA
"R_1wGi9qq07Whb26k",0,0,0,NA,0,NA
"R_7TTrPo04jfcdqT8",0,0,0,NA,20,NA
"R_1ansoMEzya1SoHV",0,2,0,NA,2,NA
"R_3S93nGR1rveZsqE",0,0,15,15,NA,NA
"R_7CwGoJGPPGQCqYi",0,0,0,NA,0,NA
"R_3zqKeoTgNEjbqaT",0,0,2,NA,3,NA
"R_6YnfscV6JUhC2IO",0,0,0,NA,0,NA
"R_57SyBCB2WuXpQl3",15,10,2,23,NA,NA
"R_6fl1Cje1nzzEqTt",0,0,0,0,NA,NA
"R_1Z5B8gSr6ms3TIB",0,0,0,10,NA,NA
"R_1to7h2sr7mOYwdH",3,2,2,2,NA,NA
"R_3oJRpsDvPPeXwxH",0,0,0,NA,3,NA
"R_5DvTy7gRvsnJFlf",4,1,12,6,NA,NA
"R_6AGMvKD6asAi17f",0,0,0,0,NA,NA
"R_7rJ4KRWsQQehYLi",0,10,0,NA,0,NA
"R_5K3GpWFOAgsRDmY",0,0,0,NA,2,NA
"R_18IEZEGCBmQ2QGZ",2,0,25,NA,12,NA
"R_741SXbyfRKi7Gdz",0,0,0,0,NA,NA
"R_7jAa7muxvbj6VfH",0,0,0,6,NA,NA
"R_7ZbXnsQUZeEczCN",0,0,0,NA,6,NA
"R_58JkO0vNl64sBQ5",0,0,0,NA,6,NA
"R_6fNxEPNSxfWVXCV",0,0,0,0,NA,NA
"R_7LFp9JfEfzRZN9T",0,0,0,3,NA,NA
"R_5imU0pR4LvN98ob",0,0,2,0,NA,NA
"R_5rdhhnq2msr4Z76",0,2,10,NA,4,NA
"R_7OVm8AfdCMyQ9MN",20,10,30,25,NA,NA
"R_5tEHudzMUduPpvp",24,14,15,4,NA,NA
"R_7VgR6sHl7EZK123",0,0,0,0,NA,NA
"R_7g11nzA2jjUGmbK",22,16,30,2,NA,NA
"R_3wbm19TpYalz4t3",5,0,0,6,NA,NA
"R_7K0UXUthxYhSA0A",0,0,0,NA,0,NA
"R_3pzfaf2zS5IXoRN",6,5,6,4,NA,NA
"R_1KnyBcZsWHfSfNn",0,0,0,0,NA,NA
"R_7NTV4FIYDIiLroV",0,0,0,0,NA,NA
"R_35TRQRUFWQLKFOx",0,0,0,0,NA,NA
"R_5pPh0hxn4w8gztS",15,0,0,0,NA,NA
"R_5rYrCxZ79sliXyb",0,0,0,NA,0,NA
"R_5qP9pcvJiErJg66",0,0,0,0,NA,NA
"R_1my0gusJNwVN47S",3,0,0,NA,0,NA
"R_3WUzt3NkpV5zakt",1,0,0,NA,0,NA
"R_7RWkqOusSPiqPeM",0,0,12,NA,0,NA
"R_5uwW1GNPHEPZEjP",0,0,7,3,NA,NA
"R_5WCihAOgcUedcZk",1,0,0,NA,0,NA
"R_3MR2wOcKDEOtwyF",2,2,0,3,NA,NA
"R_3m1UZFQc7rb44l9",20,5,2,15,NA,NA
"R_65EAY7lqI7ivK4L",2,0,0,1,NA,NA
"R_3gRbotitIRcBM7b",2,0,0,0,NA,NA
"R_6ePcGCUHHITSAEc",0,0,0,NA,0,NA
"R_11szzmPs5mGRu6J",0,0,0,0,NA,NA
"R_5gj5yKRvpTzaVNx",0,0,0,NA,0,NA
"R_75tnqr6vGdsHloP",0,0,0,NA,0,NA
"R_5RyHeKsHGHX3r7X",0,0,0,NA,0,NA
"R_3uxMDIM68Ryg7Zb",0,0,0,0,NA,NA
"R_7IQPqmlATzALGUO",0,0,0,1,NA,NA
"R_3xDlq2S6uPw5w8P",0,0,0,NA,1,NA
"R_3dYGhjebxDJwtJ4",0,0,0,2,NA,NA
"R_170LRwVEPhBnadb",0,0,0,NA,0,NA
"R_5DpW3cwN0vrKupI",20,0,10,0,NA,NA
"R_1YJ4PhVqGeXyzaV",0,0,0,NA,0,NA
"R_5wLKofpoMG6ifbr",0,0,0,0,NA,NA
"R_1i1OwAEpRdxdVN7",0,0,0,0,NA,NA
"R_3M9xhlRWE2z06ER",0,0,0,NA,0,NA
"R_5LtmRRCFrFNzPxb",0,0,0,4,NA,NA
"R_5lt6t4j8YY71s3C",0,0,0,NA,0,NA
"R_3flcaFWiEzGlW0z",0,0,0,NA,15,NA
"R_5R4wMYSZx064Fxq",0,0,0,NA,2,NA
"R_5JfL2nIAUug4iPa",0,0,0,10,NA,NA
"R_6oM8rMgHrXTOZ0o",8,12,13,14,NA,NA
"R_5pKjJBb1i8PpMbj",0,0,2,2,NA,NA
"R_3COVtMZnAkIXYQx",0,0,0,NA,2,NA
"R_3RTiyVGeYz0aYlX",15,6,7,NA,4,NA
"R_9Ko6VUlnS5brTqN",0,0,0,NA,0,NA
"R_13f26CHXBygN3UE",0,0,0,NA,0,NA
"R_6HOG4TBXusNkrXT",0,0,0,NA,0,NA
"R_7isTWLL25asnz86",0,0,4,NA,0,NA
"R_3nNsH4otQiGWhBf",0,0,0,25,NA,NA
"R_7CE0guvfyrrt836",0,2,0,NA,0,NA
"R_7fZQD4Jf65YZHCU",0,0,0,0,NA,NA
"R_7Hzwt9UmKWEwFQH",0,0,10,1,NA,NA
"R_1coUgYVdOvnwtTb",0,4,0,NA,0,NA
"R_1nwsNfArFfIHHtB",10,0,0,NA,10,NA
"R_6veV1V1XDql3BJi",0,0,0,NA,10,NA
"R_3PRnL9GkacgrAn6",0,8,4,1,NA,NA
"R_6m37LAKqjV0TJuC",0,0,0,NA,3,NA
"R_1WJ8M91QaGqkKrx",0,0,0,NA,0,NA
"R_7QEZnQTtIJiVFow",0,0,30,NA,4,NA
"R_3E1lAhesUhGJxEd",0,0,0,NA,0,NA
"R_3CNS4ExL4KVFzTw",0,0,0,0,NA,NA
"R_5q8XXif9YDAgoQV",0,0,0,NA,0,NA
"R_1pVBtsd9NtU9y8d",3,1,0,0,NA,NA
"R_5Tdv92OtUPduJbP",2,2,0,NA,0,NA
"R_1ZpdzuFb6nfizmN",0,0,0,NA,2,NA
"R_6jTBkys7hizQQIH",2,1,2,3,NA,NA
"R_7jUlInnnlaVlm8J",4,6,5,0,NA,NA
"R_5SwchB5xw2PBOO3",0,0,0,NA,4,NA
"R_62gNZjHo4EQTbBy",0,0,0,0,NA,NA
"R_6t3Tr4mwzMdFcAg",5,4,4,NA,3,NA
"R_5r2HFQsXV0AewHn",0,0,0,NA,3,NA
"R_1diUIDmLMvzF6aY",0,0,1,NA,2,NA
"R_1IsWVQc0OZa6DNr",2,0,30,NA,4,NA
"R_6zCi0ZMwXNY1dGs",0,0,2,NA,0,NA
"R_7ey8UkBc9W3Pnj3",0,0,0,1,NA,NA
"R_1Hno6wtMOtcC0cW",0,0,30,NA,3,NA
"R_6f6SFVdsQoo2mz6",0,0,10,NA,0,NA
"R_3mk6xQHooB8Huby",0,0,0,NA,0,NA
"R_5j8p5Vo90h0FG1x",0,0,0,NA,0,NA
"R_5GVVqzHEujWmsNP",15,3,0,NA,1,NA
"R_1e8rHsVDW9fQOzo",0,0,0,NA,15,NA
"R_3XnsJpTLws66Xar",6,5,5,NA,3,NA
"R_6ESDeeWeeX7ZQeG",8,0,28,0,NA,NA
"R_1DP9eJZCP1OBbNh",5,3,4,3,NA,NA
"R_12eqqTBycuY6KFr",0,0,0,NA,0,NA
"R_3PcpXLqgY3JN4Ac",0,0,0,NA,1,NA
"R_7DYWGg0sn2qvHTX",0,2,0,NA,3,NA
"R_5SLTqvccMdG5oul",3,2,3,NA,4,NA
"R_7vpFRXW8ufjTUiZ",1,3,0,NA,10,NA
"R_52lhe45eUySh6NK",1,1,2,2,NA,NA
"R_1VaolO01zRBuxUY",0,0,0,3,NA,NA
"R_5Ky0tWaYFSLDAT5",10,8,10,10,NA,NA
"R_1FRqnmZCAG3xmWl",0,0,0,NA,8,NA
"R_75TpK6lYpXxnUGl",10,0,0,0,NA,NA
"R_65uuOBQuhlHu4cy",2,3,1,2,NA,NA
"R_7DrS6Fm6TrOqra9",1,0,0,NA,20,NA
"R_5PzNB33lG690A60",0,0,0,NA,0,NA
"R_54DicyqwBIaTQvR",0,0,0,0,NA,NA
"R_5JrblWrGRpNsRAW",3,5,4,3,NA,NA
"R_3GNvpqbl7vKY4HQ",0,0,6,NA,0,NA
"R_38U7lY4dRg210M2",0,0,30,NA,15,NA
"R_1kyjyFMadgqbC1P",0,0,0,NA,0,NA
"R_7kby0wT3hZX3eTL",0,0,0,NA,0,NA
"R_6LGrAKPdslOIyjH",3,5,4,3,NA,NA
"R_7kG3WFkHGrSbhqN",9,0,0,10,NA,NA
"R_6g6nUxrNBYlWHG3",3,3,3,4,NA,NA
"R_7gT4ovKVXu6wfSg",23,13,5,NA,17,NA
"R_6WOu2X3EXLmpG5j",3,6,2,3,NA,NA
"R_5D7AvHDLoubPD6d",0,0,0,NA,0,NA
"R_5sp1OTcYxdTBOPc",3,3,3,2,NA,NA
"R_5feArODia9KIdNJ",0,0,0,NA,5,NA
"R_6813LD5V2VBexyh",15,16,21,NA,5,NA
"R_5wtMvFOrwYs2lmV",8,4,0,10,NA,NA
"R_6COZ2QDg7ahTBro",0,0,0,NA,3,NA
"R_30dmf15IH492c6J",15,16,21,NA,5,NA
"R_7uplO4CroJuK1Bf",3,1,0,NA,0,NA
"R_5E112Kdc9B5eeIq",2,1,25,5,NA,NA
"R_6EiyxtDCB1wuyL5",0,0,0,0,NA,NA
"R_1oAQTesiRxTvn55",12,8,7,6,NA,NA
"R_35NGvxIeJE1eqfZ",0,0,0,1,NA,NA
"R_70hO1uBKtZ5Y1Ls",0,0,0,NA,4,NA
"R_72D8qSiOPXzVZ9R",15,12,5,6,NA,NA
"R_3ESboLdcNKqTQOS",5,0,0,NA,4,NA
"R_10OsPGhyDwBI9kE",0,2,30,NA,3,NA
"R_3Jg52uGh6mYxzJ7",0,0,0,6,NA,NA
"R_61hFbc6r2FVxfhi",5,2,0,6,NA,NA
"R_5azrZRXFW70Zl2M",2,0,30,1,NA,NA
"R_1X5v6e6MRhn3CTo",0,0,0,0,NA,NA
"R_1E9EKMVWG0b4myE",0,0,0,NA,0,NA
"R_7wvRFUArj8pMGpO",0,0,10,0,NA,NA
"R_161xBTa6RbcVN3X",0,0,0,0,NA,NA
"R_6Pjuw2O3aqRXaCU",6,2,0,NA,4,NA
"R_6TTP7rYj6gNjHKW",10,15,10,10,NA,NA
"R_5aCB9Qv1zahCbqV",15,5,15,15,NA,NA
"R_1170WjJHEpEXtWj",10,15,10,20,NA,NA
"R_1eappizCnpLxqEs",10,8,10,10,NA,NA
"R_1FCDb16uLfJe61S",10,8,2,5,NA,NA
"R_6zwNlroSnUwo2Y1",5,3,0,2,NA,NA
"R_6JFIsFakh0FzHSp",3,0,0,10,NA,NA
"R_51hi0ZPPmGnC4kd",15,15,15,5,NA,NA
"R_3aLaYt5sSDkTZu9",16,16,16,6,NA,NA
"R_1M4t1aCyvI7hvNf",0,0,0,0,NA,NA
"R_6FQwI5rrWRakAm4",12,13,15,5,NA,NA
"R_3Qo3HmUgryPo4vx",1,2,5,5,NA,NA
"R_7oWbHJRx9eVh3mF",16,12,10,6,NA,NA
"R_3hsStidCOPFiW3Y",3,4,4,5,NA,NA
"R_31twatt8LnXzkIy",3,2,2,8,NA,NA
"R_36TKpb8ZmQrG1Md",18,12,15,8,NA,NA
"R_6LHyi9WBKC5FUVg",11,7,9,5,NA,NA
"R_1lnl6Ks5BzlkQAb",13,8,10,3,NA,NA
"R_5Kdnbtdn92gv3g6",1,0,0,0,NA,NA
"R_6kTgvMGPho58kd2",15,15,15,25,NA,NA
"R_3Yyr40HiOUWXoL4",18,15,12,22,NA,NA
"R_1KeRptZnJeUCirK",5,2,3,15,NA,NA
"R_3qbb0SLpXxxiZmC",3,2,1,3,NA,NA
"R_7Fqjq4qdiq057IR",4,3,11,14,NA,NA
"R_3DGSVLkpPxRUC5j",6,4,10,5,NA,NA
"R_5MiBxGHwkvjd5fS",5,4,5,5,NA,NA
"R_5YTYvErYeB7OXAJ",4,4,4,5,NA,NA
"R_3MrOtETZMxyQ79T",6,6,5,4,NA,NA
"R_1t9bxsdmklM5cEE",5,4,7,6,NA,NA
"R_5IEtfH3JvpcVhac",5,15,0,5,NA,NA
"R_3Ed44PhFYdVkg9H",6,5,5,6,NA,NA
"R_5KnouKJdDXyA4Uh",6,5,0,2,NA,NA
"R_625ydHqllwQ449y",4,3,0,1,NA,NA
"R_3iJP5JV1LlKLLUS",6,7,6,6,NA,NA
"R_7dFOEPORpH5vgTn",7,6,0,3,NA,NA
"R_7oQLvdqVeX0KEpU",5,3,0,3,NA,NA
"R_6NaVxUE5LLOUlXQ",15,12,10,7,NA,NA
"R_3Ptj7hKnqAjIYef",0,0,0,1,NA,NA
"R_71A2ClMIG4OGeeB",16,13,8,8,NA,NA
"R_545IPftqM571fTX",17,14,7,9,NA,NA
"R_1RuoYcrkEweLS5r",0,0,0,1,NA,NA
"R_3hLQ7Joirxm7awc",21,5,1,10,NA,NA
"R_5oOUns02tRPImw9",0,0,0,0,NA,NA
"R_7j3agWxGKcTpHiZ",3,3,0,5,NA,NA
"R_3QyBUl5z6ucksbV",5,4,4,5,NA,NA
"R_7KQ2FYz3n58GzNe",12,10,8,5,NA,NA
"R_6iAa5nVnm6BWaI1",14,12,10,4,NA,NA
"R_5kRN7UyzQmL5c3o",11,10,8,3,NA,NA
"R_1Ea6I3fCrmPGeYj",8,6,8,6,NA,NA
"R_7imUoqivVEbziVk",13,8,10,6,NA,NA
"R_7pRKZd8tmoUNQOq",9,0,30,0,NA,NA
"R_6mlESN4QArS34U9",2,1,0,1,NA,NA
"R_6cbWWX0zPCvbauv",4,5,5,5,NA,NA
"R_5YxEPX40wPYohnr",3,4,4,3,NA,NA
"R_1kBtfHS3SD3r3JD",12,10,14,15,NA,NA
"R_77QkQMmGppCtLY9",0,0,0,NA,0,NA
"R_5IfUVw0ksInfSm7",0,0,0,NA,4,NA
"R_7jZK2iZDIUmc9gD",0,1,0,NA,7,NA
"R_5vldEJKdaodzFFf",10,2,20,NA,0,NA
"R_3QEX6liTEgJ8HIJ",0,0,2,1,NA,NA
"R_5IYabWsm6nMfFRX",0,0,30,0,NA,NA
"R_60BL20lGV4eQGiY",0,0,5,0,NA,NA
"R_5qwdKXOa7Hw57b0",0,0,2,NA,5,NA
"R_7Lb8Fic06UfMAVj",0,0,30,NA,0,NA
"R_5oAztSzty8uQOMb",0,0,0,0,NA,NA
"R_50bNphWOSre1AYf",5,3,0,NA,0,NA
"R_1Dr6VHcsjgsvXJM",0,0,0,NA,0,NA
"R_1nTKiKrWZdmlJw8",0,0,5,NA,0,NA
"R_3tJBSOV0wYaJFhn",17,12,30,10,NA,NA
"R_1D5rN1W6yXzVDea",25,15,10,12,NA,NA
"R_3XrBxzVCVDiZfUJ",0,0,0,30,NA,NA
"R_7gQ1PzcsaV46W9b",25,15,10,NA,20,NA
"R_7oehtxp4XxtLsLU",3,0,0,30,NA,NA
"R_7EbRGRmuQuiEu9L",25,14,0,NA,15,NA
"R_6RXjdQP47ZnOxc9",10,9,21,30,NA,NA
"R_1B5NM2vXggPA4bU",25,4,20,2,NA,NA
"R_6d2ognAHiZS1lex",25,9,5,2,NA,NA
"R_3DwDXACHoQkGkFL",25,0,0,15,NA,NA
"R_1Kv7xLwGgK9y1MJ",0,0,0,30,NA,NA
"R_6a8OTYFpUUCBv9j",0,0,30,30,NA,NA
"R_3zAATMQJDMn0z9D",25,12,17,9,NA,NA
"R_1wp1nCfIdq7Ghvw",25,12,13,3,NA,NA
"R_1MPDcfqHGRJsASq",1,0,30,30,NA,NA
"R_7f7Os0VfsV1bBqD",1,0,0,0,NA,NA
"R_71Rycl1SRLOXjdl",0,0,24,4,NA,NA
"R_3MSqMUSmHrf877f",0,0,0,NA,1,NA
"R_3uQ905LnwDukwBX",0,0,0,NA,0,NA
"R_16CQFut0Un0sG6R",0,0,0,30,NA,NA
"R_50O3NasU6D2NPwp",0,0,0,NA,4,NA
"R_3Y7iapK9nv5QW2t",0,0,0,15,NA,NA
"R_6f1zGTkG242oTpn",5,2,5,3,NA,NA
"R_7Hpp5Gdhdrii3ZP",0,0,0,NA,0,NA
"R_6aFWNDb1QCg7xqG",0,0,0,0,NA,NA
"R_7azQR2LfXuwQ045",12,5,0,NA,4,NA
"R_32mL6251A4OMWo1",4,0,0,18,NA,NA
"R_6zqCjHrr5VS8dhK",5,4,0,NA,4,NA
"R_58B834vt2VIsTjq",0,0,0,NA,0,NA
"R_3styNTEwLflkXBv",0,0,0,NA,0,NA
"R_7z6F6a8qSEtkUpu",0,0,1,2,NA,NA
"R_3BrmmIqLHGzgOtt",2,0,0,0,NA,NA
"R_3jqRXuYDV7vJHz3",0,0,0,NA,0,NA
"R_30KYXrzXgk1sCjL",1,0,0,NA,0,NA
"R_19tzlf6Bzch4aMz",0,0,1,NA,0,NA
"R_7HZDtfpr1lylGB2",0,0,0,2,NA,NA
"R_7dFH73kadpEEdMR",0,0,1,NA,0,NA
"R_3uUqhElAGbUAu8K",2,0,3,0,NA,NA
"R_5PzexzzrreikY11",0,0,0,0,NA,NA
"R_3lGhil9rbRSapBK",0,0,0,0,NA,NA
"R_6foLbP1LihRzBBG",0,0,3,NA,0,NA
"R_3j7xWUAFf8oQy3E",0,0,0,0,NA,NA
"R_3QloNqa4C8JA14A",15,0,0,5,NA,NA
"R_3F391TZADduEmBp",5,0,0,0,NA,NA
"R_65MFKWx6DsVNFgp",3,2,2,NA,2,NA
"R_6BQ4PdSlgJMjsSW",7,5,4,NA,8,NA
"R_6PiEEuV6F7GeCfz",6,0,0,30,NA,NA
"R_13LGZpxIVvIjkQx",0.2,0,3,0,NA,NA
"R_5C8iryvOPDgr5D3",2,0,0,NA,0,NA
"R_76JAAI979BSbyoh",0,0,2,NA,0,NA
"R_3y1qpf9dR062ozs",0,0,0,NA,0,NA
"R_3EnH2xACQU3m6UE",22,0,0,7,NA,NA
"R_6hSD7bHfgdexwkf",0,0,0,10,NA,NA
"R_7gSXadCWe1EZaMt",0,0,30,NA,0,NA
"R_7IyNizJs88szDN5",0,0,30,NA,0,NA
"R_3WAn43z1xujRIKR",0,0,0,NA,0,NA
"R_1ZQVzSjNzuSBY7T",0,0,0,NA,5,NA
"R_7my0lOdaHONUtac",3,3,0,NA,1,NA
"R_3QM3ZCFHWHHIqvA",2,0,0,NA,3,NA
"R_3HAuZPtNk9IdXVv",20,12,0,NA,0,NA
"R_137EjjJuUw85SKC",0,0,8,NA,0,NA
"R_1rqNVK3iy7pW3l8",6,10,30,NA,24,NA
"R_5KgVOPvf1NtFFQJ",2,0,30,NA,30,NA
"R_129TVln3oHIxpq9",2,0,0,30,NA,NA
"R_6FPQNWQNDaVd1hv",0,0,0,NA,0,NA
"R_7qrm8XbUnmqGIky",0,0,0,NA,0,NA
"R_1Q47VVl4Mr2nAkx",5,0,0,5,NA,NA
"R_3MwB3qunp2M6XKN",18,18,16,12,NA,NA
"R_3z7BUOjeTOxIvAJ",0,0,0,NA,0,NA
"R_5gOfedapFM3Ojol",0,0,0,0,NA,NA
"R_70cPbehz8YgjlAD",10,2,0,NA,30,NA
"R_75MCXE9iAmtsevV",0,0,0,NA,0,NA
"R_1tr712tjfR73hFG",3,2,3,NA,1,NA
"R_3E0gaNpg8ixuFG8",0,0,0,NA,2,NA
"R_5sZvJQyM6qKw9kf",0,0,0,NA,0,NA
"R_3mr5qyBCh8nDuok",0,0,0,NA,1,NA
"R_3ojXijZq4z3B08n",20,20,15,20,NA,NA
"R_6BNWPRT7rx1lpQd",0,0,0,0,NA,NA
"R_7QoXGIhQ6ltnz9D",0,0,10,NA,5,NA
"R_1PWpThWl7C85g65",3,3,2,2,NA,NA
"R_1fkszSr7PdTiFar",30,0,30,3,NA,NA
"R_1kGIRsNE7LNC5GH",0,0,0,NA,0,NA
"R_7j3abBq8VjyMdaI",0,0,0,NA,0,NA
"R_3I3DzLnCrGOhKMx",22,24,24,25,NA,NA
"R_73awMk9MUM9Wt7b",0,0,0,NA,0,NA
"R_74CrzwchZluPqTC",5,0,0,3,NA,NA
"R_3KV1xuzqAuxbJAd",15,0,1,NA,30,NA
"R_3n6HZ84xXzVZYWD",13,20,15,20,NA,NA
"R_5fltE28G8y5O2Nf",0,0,0,NA,30,NA
"R_137uU0cle84C0Eg",8,5,9,19,NA,NA
"R_13loJdlauVfZGet",0,0,0,0,NA,NA
"R_1z3tvcxEft0V8Bz",20,21,9,NA,22,NA
"R_70BEUnP9rajbD9q",0,0,0,NA,25,NA
"R_7Kr2dRserR88akN",0,0,0,NA,0,NA
"R_1NE7SPaqhcRo38F",0,0,1,30,NA,NA
"R_3Kd0ScxBeORmEup",4,2,20,2,NA,NA
"R_7dzmyOOs2upBV8i",20,26,30,20,NA,NA
"R_5GezpMhG5goUznd",0,0,0,NA,0,NA
"R_5kSf2VgpuYiOlhf",0,0,0,NA,0,NA
"R_3MA4k0zsZQcdJDP",0,0,0,NA,29,NA
"R_3wNf7MTZWA4OtYs",30,0,5,2,NA,NA
"R_1gXE5Tu9JMZtKoF",3,2,2,3,NA,NA
"R_1jXlpw7NlbcsXe1",28,15,19,1,NA,NA
"R_60YXKHoxZ9pM88c",0,0,0,NA,30,NA
"R_1nOvcmcwAZmasnv",30,0,0,NA,30,NA
"R_3Rn9S8JLpumEayd",0,0,30,NA,30,NA
"R_3gwIkd6W01wNgxW",30,2,30,4,NA,NA
"R_5bnYPjPBLRih4u5",0,0,0,15,NA,NA
"R_1CHjIG3AYAcL3jo",28,5,0,NA,30,NA
"R_5N4vuCrAZwl7GGE",10,30,10,NA,9,NA
"R_5P05fOIY0EaSYPX",9,3,0,NA,8,NA
"R_5TAzlO7d4sUCnbX",0,0,0,NA,7,NA
"R_3Olf80nWFmmOSDu",0,0,0,NA,0,NA
"R_3n9j4KBCzsSrNmq",5,0,0,1,NA,NA
"R_6P6bCm0bhGY83GF",0,0,0,NA,4,NA
"R_7PZA0G9I5noAZwT",24,24,20,21,NA,NA
"R_7g9lcoV826k1byN",0,0,25,NA,5,NA
"R_50S6lE38rGSOmGd",0,0,0,NA,29,NA
"R_51E0WEpVsh8wfyV",10,20,30,NA,30,NA
"R_14BntYuTlNkORLb",27,27,0,4,NA,NA
"R_1oWY7yvZJq798bv",1,0,0,2,NA,NA
"R_3EsnRLEJX6rMS3z",0,1,0,30,NA,NA
"R_3SoBnEqWgFpuucq",0,0,0,0,NA,NA
"R_5EGdextoNLmtP3P",25,20,0,15,NA,NA
"R_5dAS058eVSScQOB",10,10,10,5,NA,NA
"R_5lW8nxS3ED8IwtD",0,0,0,NA,0,NA
"R_6sTHiqGfAZWdwUk",30,0,30,NA,0,NA
"R_7J559ajJq0WRhKN",0,0,0,NA,0,NA
"R_5HnsvN5jscCb3zK",20,20,25,20,NA,NA
"R_5jMU3x404AXXbNL",0,0,0,NA,2,NA
"R_32RNpNqvxw5NK5s",0,0,0,3,NA,NA
"R_5rVffMsBwjBxttI",30,2,15,30,NA,NA
"R_6PHJ2KWPUjRpeb7",0,0,0,0,NA,NA
"R_1ByxdcDcAFYIHUm",12,20,15,10,NA,NA
"R_1Ya0cOGHwfG4HRq",24,24,20,22,NA,NA
"R_5ePlK0DXvkNIAOE",30,20,24,30,NA,NA
"R_3dZaJNggSvlZfe7",0,0,0,NA,30,NA
"R_3kiEnofq1ydilqd",25,12,30,NA,30,NA
